author,body,datalegacylang
MonicaB927,This is what @DNC @JoeBiden @KamalaHarris @AliMayorkas allowed to happen &amp; @RepPressley @Ilhan @AOC don’t want deported.  @BrandonStraka @RealWalkAway #MassDeportationsNow,en
TonyRenteria1,@SenJackyRosen Temporary is temporary.  Period.  President Trump is neither being cruel nor is he doing anything against the ideals of our nation\‚ he in fact\‚ is SAVING OUR NATION.    #MASSDEPORTATIONSNOW  #PASStheSAVEACT,en
gijoe_abn,@washingtonpost Assisting illegals to self-deport before they are forcibly removed would be extraordinarily helpful to Americans and illegals alike. #MassDeportationsNow is not going away.,en
lisal356,@EricLDaugh @Homodyslexic #MassDeportationsNow   THEY ALL MUST GO!  NO AMNESTY!,en
lisal356,@realBrandonGill @Shawn_Farash KILL THE DIGNIDAD ACT!  #MASSDEPORTATIONSNOW   NO AMNESTY!   DEPORT MARIA SALAZAR!   QUIT REWARDING CRIMINALS!,en
MonicaB927,This is how @DNC @MayorOfLA @NYCMayor @GavinNewsom @CAgovernor run our cities &amp; states.  Fill them with illegals &amp; make them third world cities exactly like the ones the illegals came from.  Import the third world\‚ become the third world\‚   #MassDeportationsNow @BrandonStraka,en
MonicaB927,Disgusting 🤢 @RepRashida @RepJayapal @NYCMayor @Ilhan @AOC @DanaBashCNN @ananavarro @GoldbergWhoppi @kaitlancollins @ScarboroughNow @KatyTurNBC @SRuhle @JessicaTarlov @maddow @BrandonStraka @RealWalkAway #MassDeportationsNow @SecRubio @ICEgov @DHSgov,en
uk_tesla,I hate them. Get them all out  #MassDeportationsNow,en
lisal356,@NateFriedman97 @ProdigalThe3rd END BIRTHRIGHT CITIZENSHIP NOW!  #MassDeportationsNow   THEY ALL MUST GO!   Do not reward criminals!,en
MonicaB927,Get it done @DAGToddBlanche @VP @SecRubio #MassDeportationsNow,en
DolceCucina3,@GovNedLamont No it isn’t.  Show us the scores because they’re declined since you communists started mass importing the 3rdworld into CT #TRAITOR #MassDeportationsNow,en
DolceCucina3,@LeadingReport GOOD.  They had the chance to selfdeport but squandered it #MassDeportationsNow,en
DolceCucina3,@GovNedLamont You should be deported with all the illegals you’re enabling i#TRAITOR #MassDeportationsNow,en
DolceCucina3,@realBrandonGill It must stop! All these traitor-rinos must be expunged and ALL immigration must be halted\‚ it’s all a shitshow.  #MassDeportationsNow #RepealHartCeller,en
KentuckyW0man,Thankfully it isn\'t up to you or any people other than the 4th district. Soooo. other than being a rubberstamp what are @EdGallrein positions if he is elected? Give me one position he has come out supporting. Trump wanted #massdeportationsnow at campaign. Does Ed?,en
KentuckyW0man,Where are Americans? #MassDeportationsNow,en
MonicaB927,Majority of Somalians on government assistance and/or stealing our money.  #MassDeportationsNow,en
EVHarris22,@JackPosobiec 15 illegal alien invaders deported?  I voted for #MassDeportations\‚ #MassDeportationsNow. Get back with me when we get to 15 million illegal alien invaders deported.  That would be a dent in the 50-100 million illegal alien invaders that must be #MassDeported.,en
gijoe_abn,@thehill #MassDeportationsNow was on the ballot and won.   A majority of Americans support the deportation of all undocumented immigrants. Polls from CBS News\‚ ABC News\‚ and the New York Times/Marquette found support from 55% to 64%\‚ a shift toward a more hawkish stance on immigration.,en
MonicaB927,Meanwhile majority are currently on gov assistance and committing fraud.   #MassDeportationsNow,en
MonicaB927,You know who will do the same in our cities.  #MassDeportationsNow @SecRubio @DHSgov @ICEgov @RealTomHoman @SecMullinDHS @POTUS @VP,en
gijoe_abn,@bostonherald Making it more difficult to take these monsters off the street is insane. #MassDeportationsNow  https://t.co/BprloRLT7V,en
lisal356,@GuntherEagleman Not enough!   #MassDeportationsNow   They ALL must go! If they are illegal they are CRIMINALS!  Quit rewarding criminals!   KILL THE DIGNIDAD ACT!,en
lisal356,@LayoffAI @Cernovich #MassDeportationsNow   NO AMNESTY!   KILL THE DIGNIDAD ACT!  They all must go!  DO NOT REWARD CRIMINALS!,en
lisal356,@lecternleader #MassDeportationsNow   They ALL must go!    NO AMNESTY!   Don\'t reward criminals!,en
lisal356,@Rasmussen_Poll @BorderHawkNews #MassDeportationsNow They ALL must go! NO AMNESTY!,en
lisal356,@SecMullinDHS @DHSgov @CBP @POTUS #MassDeportationsNow   NO AMNESTY!   They ALL must go!  Don\'t reward criminals!,en
KentuckyW0man,If we had #MassDeportationsNOW there would be more available housing.,en
KentuckyW0man,#MassDeportationsNow he forgot to do this part of the campaign promise,en
AndyNonymous88,Birth rates aren\'t collapsing\‚ jobless 3rd worlders are over-breeding and jews are sending them to our countries to rape\‚ murder\‚ and steal.    Plain as day\‚ simple as.    Big difference.    #Massdeportationsnow,en
MonicaB927,This is why @JoeBiden @KamalaHarris @AliMayorkas let millions in.  To make them legal.  #MassDeportationsNow @DHSgov @ICEgov @RealTomHoman @SecMullinDHS @BrandonStraka @RealWalkAway,en
lisal356,@SecMullinDHS @StephenM @POTUS @DHSgov @WhiteHouse #MassDeportationsNow   They ALL MUST GO!,en
MonicaB927,Majority of the country voted for #MassDeportationsNow.  Doesn’t matter what a mayor thinks,en
gijoe_abn,@washingtonpost Millions of illegals are draining resources with many committing horrific crimes documented daily. #MassDeportationsNow was on the ballot and won. Let\'s pick up the pace.  Trump promises mass deportations of undocumented people. How would that work? https://t.co/siE5fy9V3z,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/q8Fi1h8b9P Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/KyvpL84dWl Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/CJIkMDD2NX Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/hm50cACtFB Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/XoxW0KFta7 Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/H3WMNMjGVA Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/FhjxoL5SLz Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/bXOGhxT3UX Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/jpBiBg68gQ Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/P8ugkP4Tog Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/LoI9hn6dfT Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/c11Guq9iEJ Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/AKrZyDUj08 Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/jLCtf3Hn9a Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
astronomy89,@ouzqbe @NoLieWithBTC https://t.co/IQUzPPNCq0 Illegal aliens are criminals and are destroying American families. #MassDeportationsNOW,en
MonicaB927,This is what @DNC @TheDemocrats are doing to our people. Meanwhile fighting for the illegals they let in. #MassDeportationsNow,en
DreamingDavey,@RepShriThanedar Ukraine got over 20 BILLION from Canada alone! I got a better proposition!   All congress men and women with names like Mohammed thandar should NEVER be allowed to take office and be immediately deported! Fucking immigrant shit stains! 🖕🏼#MassDeportationsNow #FuckUkraine https://t.co/tVAovZ4rMC,en
lisal356,@RepBrandonGill #MassDeportationsNow   ABSOLUTELY NO AMNESTY!   #DeportMariaSalazar   Quit rewarding criminals!  If you come illegally you are a criminal!,en
Dr_FootBalls,@johnrobertgage No they deserve nothing   #massdeportationsnow  #AmericaFirst,en
Dr_FootBalls,Did we deport all illegals Yet ?   #MassDeportationsNow https://t.co/Y7RrCllmFb,en
lisal356,@RepMarkHarrisNC @RealJamesWoods #MassDeportationsNow   NO AMNESTY!  Quit rewarding criminals!   Illegals ARE CRIMINALS!,en
EVHarris22,@SenTomCotton Every illegal alien invader doesn\'t belong here.  All 50-100 million of them.  #MassDeportationsNow,en
BillMeyer_1,@RepJohnRose @SecMullinDHS A COMPLETE BETRAYAL!!!    #massdeportationsnow,en
kttk2345678,Acting #ICE Director Abruptly Announces His Resignation    https://t.co/ZwHPgtror0 #MassDeportationsNow #deportthemall #illegalimmigration #illegalaliens #trumpadministration #trumpeffect #liberaltears #liberalmeltdown #DemocratsAreTheProblem #illegalsOUT,en
DreamingDavey,@NYCMayor Awful.. #MassDeportationsNow he still mocks you to this very day.. So many of our people died thanks to him and his comrades. 🖕🏼 https://t.co/wgQ8zoVlYx,en
DreamingDavey,@narendramodi Come get ur stupid disgusting turban heads the fuck out of my county! #MassDeportationsNow 🖕🏼🇮🇳 https://t.co/IT93BtHv4C,en
DreamingDavey,@elonmusk Shunned! And exiled! Shitty cultures! Racism is mandatory for our survival! #MassDeportationsNow 🖕🏼🇨🇦 #FuckAllCADGovt https://t.co/jDuB03SGKV,en
DreamingDavey,Nasty turban headed bastards love to jail/arrest WHITE CANADIANS! I’d rather turn their faces into swiss cheese and take life rather than deal with one more smelly nasty black or brown mother fucker here! 🖕🏼🇨🇦  💥🔫#MassDeportationsNow #CivilWar #FuckTheRCMP 🖕🏼🇨🇦,en
DreamingDavey,@HockleyTyson Than send his jheet ass home! Go the fk home! But they won’t\‚ that don’t care about you or me or this generation here. #MassDeportationsNow we’ll be the first in a war never heard of! Get ready lad.,en
DreamingDavey,@amjadt25 @elonmusk Fuck Africa and all immigrants in 🇨🇦 come get ur dumb dirty plp and go the fuck back! 🖕🏼🇿🇦 #MassDeportationsNow,en
DreamingDavey,@elonmusk #MassDeportationsNow to any and all unassimilated immigrants! 🖕🏼#FuckH1B https://t.co/rkbXFS1v5m,en
DreamingDavey,#MassDeportationsNow I nearly run them over everyday unloading their 600 fucking lil bastards off the bus! They all need to GO BACK! #FuckAllCADGovt 🖕🏼🇨🇦 Africa India and China need to come get their stupid gooks! 🖕🏼,en
DreamingDavey,@NYCMayor Fuck off you terrorist\‚ we’d still have these beautiful buildings if it wasn’t for you and your nasty subculture of Muslim fucks! 🖕🏼💩 #MassDeportationsNow https://t.co/viNaBzuJ82,en
DreamingDavey,@elonmusk You’re wrong. #MassDeportationsNow #FuckAllCADGovt 🖕🏼🇨🇦 https://t.co/Gh14yLXkVa,en
DreamingDavey,😂 is that why Africas such a great place to live? The north ape tribe would have a better chance at “taking over” than you… #MassDeportationsNow get every one of these illegal or criminally involved immigrants the fuck outa NA! https://t.co/NSoaHI4wXR,en
DreamingDavey,@BenjaminPDixon Fuck off terrorist loving monkey. 🖕🏼 We need to send every one of you mother fuckers back to South Africa godless hack. 🖕🏼#MassDeportationsNow https://t.co/wksGCyJ2WQ,en
DreamingDavey,@RadioGenoa Woke women leaders are the worst! #ShameOnItaly #MassDeportationsNow https://t.co/aCNWgmK6mI,en
DreamingDavey,Such a great culture I’m so glad Canadas such a diverse stew teaming the entire N.A with shitty fucking clueless nasty retarded jheets! 🖕🏼💩🖕🏼🇮🇳 #MassDeportationsNow https://t.co/cEWmZhfK3G,en
PoliticsAired,@MarieTidball @CorbettAndy So?  All they have done is moved them into HMOs?  The floodgates are still open. There is no control of illegal immigration at all.    #StopTheBoats #MassDeportationsNow #MassDeportations,en
MonicaB927,@RepMariaSalazar @RepMikeLawler this is why Americans can’t afford anything.  Our money is given to illegals/foreigners #MassDeportationsNow,en
MonicaB927,@SecScottBessent take the Haitians free money away.  It’s ours. Not there’s. #MassDeportationsNow,en
MonicaB927,What a disgrace.  They don’t care about democracy.  We voted for @POTUS for #MassDeportationsNow @StephenM @RepMariaSalazar @DNC hate the us.  They have to keep their illegals here.,en
MonicaB927,NO Dignity Act.  @SpeakerJohnson don’t pass this.  We voted for #MassDeportationsNow @POTUS @VP,en
MonicaB927,@RepMariaSalazar after a Haitian violently k*lled a woman in Florida    #MassDeportationsNow,en
MonicaB927,@RepMariaSalazar that\'s alot more than a good portion of Americans make.  #MassDeportationsNow No Dignity Act,en
MonicaB927,@RepMariaSalazar unbelievable.  #MassDeportationsNow,en
gijoe_abn,@Reuters Will never pass the Senate or be signed by the President. Temporary. We will have to make do without them #MassDeportationsNow  Haitian Illegal Alien Violently Kills Innocent Mother by Repeatedly Hitting Her with a Hammer Outside Gas Station in Fort Myers https://t.co/XWj6Octrok,en
gijoe_abn,@BostonGlobe #MassDeportationsNow Pick up the pace.,en
lisal356,@IngrahamAngle @SecMullinDHS Streamline it &amp; IMPEACH THE JUDGES! Deport the entire class of illegals! If they came illegally the need to GO! #MassDeportationsNow NO AMNESTY! Quit rewarding CRIMINALS!,en
MonicaB927,@charliekirk11 said it.   @SecRubio @DNIGabbard @DHSgov @ICEgov @RealTomHoman @SecMullinDHS @VP #MassDeportationsNow @SenTuberville @KenPaxtonTX @RepAndyBiggsAZ @realMikeLindell @Highway_30 @POTUS,en
MonicaB927,Elections have consequences.  We voted 🗳️ for @POTUS to do #MassDeportationsNow @BrandonStraka @RealWalkAway,en
gijoe_abn,@BostonGlobe All across America illegals are being sent back to their countries. Pick up the pace. #MassDeportationsNow  https://t.co/5P1vTxEZNJ,en
GavinQuantrill,Peak DISTURBANCE is the antifa grandma whacking Sav with her red dildo. 😵‍💫   And what kind of sick mind brings a little dog to an anti-ICE protest??? 😤  #antifaSUCKS #supportICE #MassDeportationsNow https://t.co/mVDyk2kDS6,en
gijoe_abn,@washingtonpost Every approach must be pursued to achieve #MassDeportationsNow  Estimates regarding the cost of illegal immigration to U.S. taxpayers vary significantly depending on the source\‚ with recent reports indicating a net annual cost ranging from roughly $150 billion to over $450 billion,en
gijoe_abn,@PhillyInquirer With over 250\‚000 illegals in PA\‚ \'Comprehensive Study &amp; Report\' .. performed by the .. \'Federation for American Immigration Reform\' (FAIR) .. estimated that Illegal Aliens cost the Pennsylvania Tax Payers approx. $1.64 Billion yearly. #MassDeportationsNow,en
gijoe_abn,@NewsHour No nation was more welcoming to legal immigration\‚ over a million a year. The reckless open borders policy overwhelmed resources and destroyed that; will take years to recover. #MassDeportationsNow,en
gijoe_abn,@propublica We will be paying for the reckless open-borders policy for years to come. #MassDeportationsNow,en
lisal356,@RepMariaSalazar @kilmeade You are a liar! Your bill is every bit as bad as Biden\'s immigration policies! #MassDeportationsNow   NO AMNESTY!  Quit trying to reward criminals! They are ALL criminals because they are ILLEGAL!,en
KentuckyW0man,maybe #MassDeportationsNow would help.   They come here not vaccinated you know not even covid was mandatory,en
gijoe_abn,@bostonherald Here is another portal/tip line: #MassDeportationsNow  ICE Tip Line: 866-DHS-2-ICE | ICE https://t.co/pyCEBg0Xz7,en
gijoe_abn,"""@washingtonpost What will we do without them? Temporary ~ lasting for only a limited period of time; not permanent.  as in\‚ \""a temporary job\""#MassDeportationsNow  Haitian immigrant pleads guilty to $6.7M SNAP benefit fraud scheme in Boston https://t.co/CcBIMoX1SY""",en
lisal356,@RepBrandonGill @Homodyslexic #MassDeportationsNow   NO AMNESTY!  QUIT REWARDING CRIMINALS!   They ALL must go!,en
HLHughes03,Appeals court shuts down criminal contempt probe over deportation flights of Venezuelan migrants #MassDeportationsNow https://t.co/QTIYNflX1m,en
restormernufc,Apocalypse Now - to prevent apocalypse Britain 🇬🇧 #massdeportationsnow https://t.co/yjbDAhSPBe,en
DreamingDavey,Canadians can’t afford the air we breathe let alone a place to call home\‚ that’s looking more and more different to us everyday since the dreadful Nazi Turdo WEF take over! #51stStates #MassDeportationsNow #NeverForget #FuckAllCADGovt https://t.co/FRxoUtLZfM,en
DreamingDavey,Torch that shit! 🖕🏼🔥#MassDeportationsNow,en
KentuckyW0man,cart before the horse\‚ First #massdeportationsNow,en
gijoe_abn,@BostonGlobe Another sob story about illegals refusing to play by the rules.  #MassDeportationsNow  Accused liar claimed she was detained by ICE for two days — but was actually at hotel getting spa treatments: https://t.co/5eAvsN6e5N,en
suntanindad,@nettermike Well done 👍   #MassDeportationsNow,en
Amber53042423,@RepMariaSalazar The churches and catholic charities facilitated the mass invasion of our country with NGOs and the UN! Its not 2020 anymore! The ppl are awake! No amnesty! #MassDeportationsNow,en
gijoe_abn,@WCVB It is insane to let these cases drag on forever or to wait for an illegal to commit a violent crime. #MassDeportationsNow  https://t.co/BprloRLT7V,en
PeytonInFlorida,@RepMariaSalazar Careful\‚ Maria\‚ your desperation is showing.     So\‚ to be a “good Christian” I have to accept your amnesty for illegal foreigners?     GFY 🖕    #MassDeportationsNOW     #AmericaFirst 🇺🇸,en
Nico_Gianni__,@SaltyGoat17 Remember the days when 90% of Truck Drivers in America were White Guys? And this wasn\'t happening all time? Because I do and I miss those days. #massdeportationsnow,en
DreamingDavey,Hey @elonmusk is this mental rabies? #MassDeportationsNow #FuckAllCADGovt #51stStates This level of evil must be exterminated from our society! We will not have it! All evil must be contained\‚ or incinerated! I agree! 🔥✊🏼 https://t.co/Pr8CVdSXZd,en
DreamingDavey,@TheLaurenChen The Chinese and French are both immigrant dictators\‚ fuck you scumbags 🖕🏼#51stStates #MassDeportationsNow https://t.co/yoI2NI9Rva,en
DreamingDavey,Canada where Nazi globalist elites are allowed to rob you blind or in broad daylight with taxes that only rise thanks to mass immigrant and govt wasteful spending! #FuckAllCADGovt 🖕🏼🇨🇦 You can’t hate these woke white liberal women enough.. #MassDeportationsNow 🖕🏼🇨🇦 #51stStates https://t.co/rN5GHXIWpK,en
DreamingDavey,Canada! It’s already TOO LATE!.. 💀💀 #MassDeportationsNow #FuckAllCADGovt 🖕🏼🇨🇦 https://t.co/mgOyk7h8Cb,en
DreamingDavey,@travelingflying It’s Time for a new revolution! #WhiteOnStrike ✊🏼 #MassDeportationsNow https://t.co/a16RfcggoS,en
lisal356,@derzum_ @jlippincott #MassDeportationsNow   They ALL must go!   #NoAmnesty   They all are criminals!,en
MonicaB927,@D_Nacional @DNC @JoeBiden @KamalaHarris @ananavarro @Ilhan @AOC @DanaBashCNN @kaitlancollins @KatyTurNBC why do they always do this?  #MassDeportationsNow,en
yvonne_jul8731,Excellent. Maybe this will help our #MassDeportationsNow effort!’,en
SaveTheBigGuy,@mrddmia @FBIDirectorKash @Savsays https://t.co/4uonx5wfnE  Legal\‚ or illegal immigrants?  RESCIND REVOKE DEPORT.  #MassDeportationsNow  We don\'t need these people behaving like animals voting in a CIVILIZED ELECTION.   NO MORE #VoterFraud !!!!,en
MonicaB927,All @DNC @TheDemocrats are putting their illegals first and giving them all our money.  #MassDeportationsNow @BrandonStraka @RealWalkAway,en
lisal356,@libsoftiktok #MassDeportationsNow   NO AMNESTY!   THEY ALL MUST GO!,en
MonicaB927,This is what they do.  #MassDeportationsNow @SecRubio @POTUS @VP @FLOTUS,en
MonicaB927,This is on @JoeBiden @DrBiden @BarackObama @KamalaHarris @AliMayorkas @DNC @TheDemocrats they are still fighting to keep illegals in @BrandonStraka @RealWalkAway #MassDeportationsNow,en
MonicaB927,@NYCMayor @POTUS @VP we will always have dogs.  🐕 #MassDeportationsNow @BrandonStraka @RealWalkAway this is what @DNC @TheDemocrats allow @ananavarro @GoldbergWhoppi,en
MonicaB927,He obviously doesn’t have the huge corrupt politicians/agencies we have here not letting @POTUS get done what we wanted.  #MassDeportationsNow #PassTheSaveAmericaAct,en
MonicaB927,Seems like all the @DNC politicians are purposely ruining their countries.  #MassDeportationsNow @Ilhan @AOC,en
MonicaB927,@Ilhan @SecRubio @POTUS @elonmusk @VP #MassDeportationsNow &amp; death penalty for these animals,en
gijoe_abn,@ewarren #MassDeportationsNow was on the ballot and won. No need to wait until someone here illegally commits another crime. Every day a new scam by illegals is discovered. Investigate that!  10 Indian Nationals Charged in Fake Robbery Visa Fraud Scheme  https://t.co/J0a2iAWN5o,en
gijoe_abn,@CBSNews Millions of illegals live in housing. As #MassDeportationsNow ramps up\‚ more housing will become available. Many other issues with education\‚ hospitals and social services will be eased.,en
gijoe_abn,@washingtonpost Imagine how many seats will be available to American citizens when millions of illegals leave. #MassDeportationsNow,en
gijoe_abn,@bostonherald Every day another scam all across America. #MassDeportationsNow  10 Indian Nationals Charged in Fake Robbery Visa Fraud Scheme  https://t.co/J0a2iAWN5o,en
SaveTheBigGuy,@Savsays Ukranian-Iranian.... not surprising.  Communists and Islamists are known for being LOUD AND DISRESPECTFUL.   Nothing against the normal Ukrainian people\‚ every thing against the Islamist invasion by the RELIGIOUS RELIGION OF \'PEACE\' AND PISS.     #MASSDEPORTATIONSNOW   #demolitionTime https://t.co/0bWhYOtL2q,en
KentuckyW0man,@ScottPresler Im sorry in my world i want #MassDeportationsNow. This would solve a lot of problems with voting\‚ debt\‚  If the illegals weren\'t here there would be less voter fraud\‚ and we certainly wouldn\'t be funding all of the entitlements,en
KentuckyW0man,@GOP want to redeem yourself ? #MassDeportationsNow.   Nothing else matters.,en
lisal356,@bungarsargon @scottienhughes @AmericasUndoing @NewsNation The answer is YES!  #MassDeportationsNow   NO AMNESTY!  They ALL must go!,en
lisal356,@RepBrandonGill @Homodyslexic NO AMNESTY!   #MassDeportationsNow   #DeportMariaSalazar,en
DreamingDavey,Why the fuck do I always see on my T.V”Africans need your $” fuck off with that nonsense then you scammers! Just like the jheets\‚ nasty.🖕🏼 #MassDeportationsNow,en
DreamingDavey,More needs to be done! If it isn’t the illegals it’s the leftist scum that needs #MassDeportationsNow “ citizens “ or not. This is an act of war against 🇺🇸 #CrackDownOnLeftistCrime or hire more ICE! 🤌🏼,en
DreamingDavey,@ClarksonsFarm1 Besides being invaded?.. 🇨🇦s close! #MassDeportationsNow https://t.co/r5dgSWLD4U,en
DreamingDavey,@RahulSharm54442 @asia_decode2 Indian all you’re doing is destroying 🇨🇦🖕🏼go crawling the fuck back to modi you smelly cocksuckers. 🪳#MassDeportationsNow https://t.co/RM6ICeh14C,en
DreamingDavey,@asia_decode2 Invade\‚ rob\‚ ruin\‚ repeat. 🖕🏼🇮🇳🇮🇳🤮🪳🪳s #MassDeportationsNow 🖕🏼🇨🇦 https://t.co/Jw0AVG5P6J,en
DreamingDavey,@amneetbali Protected stinky ass roaches. 🖕🏼💩 🪳🪳🪳#FuckCanada #MassDeportationsNow https://t.co/pO5xPGmMUG,en
KentuckyW0man,More concerned about #MassDeportationsNow,en
yinzer1982,@MCipriani_WTAE @AGHHealth @WTAE @yrodriguezwtae hey Marci why not ask the dr WHY HIB may be on the rise in the USA ?? You said “vaccine hesitation “ I say you import the 3rd world you become the 3rd world!!! #fakenews #massdeportationsnow https://t.co/BowbOeoFKg,en
KentuckyW0man,Hmm\‚ seems to me the @GOP is doing a pretty good job at it. We were promised #MassDeportationsNow\‚ Its been a year time to JUST DO IT,en
59Goldstein,@trumplicans2024 @mikey101701 What an improvement😆   The truth sounds like hate to those who hate the truth 🤔🧐  #MassDeportationsNow  #StopIran  #StopTerrorism  #stophamas  #StopHezbollah  #TrumpSaveNYC🗽  #TrumpSaveAmerica🇺🇸  #TrumpSaveTheWorld🌎  #TrumpFightFightFight  #RemoveTheSquadFromCongress  #GodBlessAmerica https://t.co/PDA6B4OV53,en
MonicaB927,@RepDean @DNC @TheDemocrats have nothing to run on for 10 years.  Get Trump is all they have.  They don’t believe in democracy. We voted for @POTUS for the third time for him to close the border &amp; #MassDeportationsNow @BrandonStraka @RealWalkAway,en
lisal356,@nicksortor #MassDeportationsNow   THEY ALL MUST GO!   THEY ALL BROKE THE LAW AND THEY ARE ALL CRIMINALS!   #NoAmnesty,en
lisal356,@PhilHollowayEsq She\'s here illegally or ICE wouldn\'t have her. That\'s all I need to know. #MassDeportationsNow,en
MonicaB927,Actions have not shown that it’s any of that.  @BrandonStraka @RealWalkAway @DNC @TheDemocrats @SecRubio @VP #MassDeportationsNow,en
lisal356,@RealJamesWoods @Homodyslexic #MassDeportationsNow   THEY ALL MUST GO!,en
gijoe_abn,@DHSgov Infuriating. It\'s a battle to even get rid of the worst of the worst. #MassDeportationsNow,en
MonicaB927,#MassDeportationsNow wealthy people who have fences/gates and security don’t get to decide.,en
MonicaB927,@SecRubio @ICEgov @DHSgov @SecMullinDHS @RealTomHoman @POTUS @FBIDirectorKash @DNIGabbard #MassDeportationsNow this is the @DNC @TheDemocrats now. @BrandonStraka @RealWalkAway @maureen_bannon,en
lisal356,@IngrahamAngle @Homodyslexic @RepBrandonGill #MassDeportationsNow   NO AMNESTY!   THEY ALL MUST GO!   THEY ARE ALL CRIMINALS!   THEY CAME  I L L E G AL L Y!,en
DolceCucina3,@RapidResponse47 No more indians in America!  #RepealHartCeller #BanIndians #MassDeportationsNow https://t.co/dwCfax0eRH,en
KentuckyW0man,and if you don\'t deport illegals they will get amnesty or a service industry job.    STOP with the Bull. Just #MassDeportationsNow,en
OlliesMom47,@POTUS  @JesseBWatters   @IngrahamAngle   @seanhannity   @dbongino   @MattMorseTV     Where\'s The Money Coming From For The Demise Of America?    It will affect us and our families. It already has. Will no one stop this cancer? #SaveAmerica   #Denaturalize   #MassDeportationsNow,en
KentuckyW0man,Do what was promised #MassDeportationsNow,en
yvonne_jul8731,Yes please #MassDeportationsNow,en
DolceCucina3,@NoticerNews GOOD. Australia (America\‚ Europe) do NOT need disgusting !ndians and never did.  #RepealHartCeller #MassDeportationsNow https://t.co/BGK01pvUbS,en
DolceCucina3,@CTVNews GOOD.  Families should be deported together #MassDeportationsNow,en
MonicaB927,@RepJayapal @ChrisVanHollen don’t want him deported.  They want him here.  @DNC @TheDemocrats don’t care about the American people.  #quitvotingdemocrat #MassDeportationsNow @stephenasmith @billmaher @ananavarro @GoldbergWhoppi @DanaBashCNN @maddow @kaitlancollins @JessicaTarlov,en
MonicaB927,Finally #MassDeportationsNow,en
lisal356,@Schwalm5132 @willchamberlain #MassDeportationsNow   NO AMNESTY!  DO NOT REWARD CRIMINALS!   THEY ALL MUST GO!,en
MonicaB927,@RepJayapal @DNC hate democracy.  We voted for @POTUS for #MassDeportationsNow elections have consequences @ICEgov is enforcing laws Congress passed.  Unlike @JoeBiden @KamalaHarris @AliMayorkas who illegally left the border open for 4 years to let millions of illegals in,en
MonicaB927,@RepRaskin @DNC why do you hate democracy.  We voted for @POTUS for the third time for #MassDeportationsNow term limits,en
DolceCucina3,@WhiteHouse SO STOP IMPORTING INDIANS&amp;AFRiCANS #ENDOPT #ENDH1B #MassDeportationsNow,en
MonicaB927,@RepMariaSalazar @RepMikeLawler #MassDeportationsNow is what the majority of the country voted for when we put @POTUS back in office.  #NoDignityAct #PassTheSaveAmericaAct @LeaderJohnThune @SpeakerJohnson,en
MonicaB927,No surprise @Ilhan @keithellison @VP @SecRubio @DAGToddBlanche @POTUS @ananavarro @GoldbergWhoppi @DanaBashCNN @kaitlancollins @maddow @ScarboroughNow #MassDeportationsNow @ICEgov @DHSgov,en
MonicaB927,@DNC @TheDemocrats don’t like that the majority of the country voted for @POTUS &amp; want #MassDeportationsNow @BrandonStraka @RealWalkAway,en
MonicaB927,Only in @DNC @TheDemocrats run cities &amp; states.  We don’t have to live like this.   We are not a third world country.   #MassDeportationsNow @ICEgov @DHSgov @SecMullinDHS @RealTomHoman #quitvotingdemocrat @BrandonStraka @RealWalkAway @GavinNewsom @CAgovernor,en
BayleeIrra,@MatrixMysteries Mexican colonizers. They pretend to not know any English to ensure bilingual Mexicans are hired over every other group    This is a takeover. We are being colonized.     #massdeportationsnow   #neveramnesty    🚨⬇️ https://t.co/cXIwXU3E6G,en
