author,body
KaigaiSumi,@FinEmbTokyo 六億五千万ドルで💵中国の拡声器に成り下がったナウルさん🇳🇷👇から&lt;おまいう人権説教&gt;されてお気の毒なことでございます #StopRussia #StopChina\n🇫🇷戦略研究所&lt;ナウルはソーシャルメディア上で反欧米や反日本の主張を増幅させる中継基地としての役割を果たす可能性あり&gt;\nhttps://t.co/a7KOoyORi5 https://t.co/pFbo0lSZJ3
Mùyáng (穆 阳),"Gold Valley is sacred. China’s illegal mining desecrates land and spirit. Tibetans deserve protection, not prison 🛐⛏️ \n#StopChina #GoldValley #TibetanCulture\n\nhttps://t.co/oMB3rhMerZ"
Hai Tao (海涛),Elders detained. Phones searched. Villagers silenced. China’s fear of truth is louder than gold drills 📵 \n#StopChina #GoldValley #TibetanRights\nhttps://t.co/X345wcFHkt
陈志,Tibetans were forced to sign lies accusing themselves of violence. China rewrites truth with threats 📝🚫 \n#StopChina #GoldValley #TibetanResistanc\nhttps://t.co/usJkAjevpk
Xiaoling xu 徐晓玲,"China’s gold rush in Tibet leaves rivers poisoned, valleys scarred, and people jailed 🏞️💔\n #StopChina #GoldValley #TibetanLivesMatter\nhttps://t.co/xnJJcl0r35"
Mulan,Gold mining in sacred Tibetan land = destruction. Protesting it = jail. China’s greed knows no limits 😡 \n#StopChina #TibetanRights #GoldValley\nhttps://t.co/XSdHNtU1lM
Caihong,A Uyghur activist seeking asylum shouldn’t be treated like a criminal. China is the threat—not the people escaping it. Protect Heng now 🚨\n #FreeUyghurs #StopChina\n\nhttps://t.co/jQr2sXWJeP
Lixin (利欣),A Uyghur activist who exposed China’s abuses is jailed in New York instead of protected. Deportation risks sending him back into the regime’s claws 🐉 \n#StopChina #UyghurRights\nhttps://t.co/lSfRXCQXTO
陈志,Uganda has zero ties to Guan Heng. Why send a Uyghur activist there except to make it easier for China to hunt him down? This is unacceptable 🚫 \n#StopChina #HumanRights\nhttps://t.co/mVWF7VIE9N https://t.co/DojWhRNOCm
Kürşad,#uyghur #freeeastturkistan #stopchina https://t.co/ABcaqAi99n
Hai Tao (海涛),"China persecutes Uyghurs, and now a Uyghur activist in the U.S. faces deportation to a country he’s never known. This is how transnational repression works 😡 \n#StopChina #ProtectUyghurs\nhttps://t.co/8X0gLTzTdc https://t.co/YUvUYtBGb4"
Ming Xia (名下),"China’s mega‑dam in Tibet threatens rivers, wildlife, and millions downstream. Environmental destruction isn’t “progress.” It’s control. The Himalayas aren’t Beijing’s playground. 🌊⛰️🚫🇨🇳 \n#Tibet #StopChina\nhttps://t.co/d30CIQE1I3"
Indaiah Allysia Dpeawch,#STOPCHINA \n#CCPMONSTERSBEASTES \n#CCPCRIMINALS\nhttps://t.co/v6qON3SuQM
KaigaiSumi,@Formosanhistory 🇯🇵💕🇹🇼👏💕🇫🇷中国の台湾や香港他の弾圧フランスで連日報道されてます #StopChina #スパイ防止法\n捕まえて強制帰国や🇧🇪極右議員使った🇪🇺議会工作; 台湾のEU外交を妨害する中国😡👇🇫🇷LeMonde\nhttps://t.co/yMVuOCGdxi https://t.co/UZHLxWVNeu
KaigaiSumi,@nauru_japan ほのぼのXのナウルさまですが\n&gt;2024年1月15日🇹🇼台湾との関係を断絶😨\n&gt;中国と外交を樹立😐\n&gt;共産党中国を唯一の国家🇹🇼台湾を含める領土と認める😱\nとても残念でございます👉🇨🇳💕🇳🇷\n\nNATO加盟国🇫🇮💕🇯🇵#StopChina #スパイ防止法
KaigaiSumi,@YouTube 🇨🇳🇯🇵同じ国民ではない👆と科学的に主張できる👏\n\n過去🇯🇵ワタクシへの善意の仏人たちの発言\n&gt;🇨🇳🇰🇵🇰🇷🇯🇵同じDNA😳\n&gt;🇨🇳🇯🇵同じ言語😳\n\n👆🇨🇳🇷🇺同じ侵略プロパガンダ😠\n#StopRussia #StopChina #スパイ防止法\n\nプーチン&gt;🇺🇦2014年クリミアは🇷🇺話者を迫害する🇺🇦から守るための派兵/🇷🇺語を話すならそれは🇷🇺人
KaigaiSumi,@Sankei_news 🇹🇼有事に🇨🇳🇷🇺が軍事協力すでに明らか😠#StopRussia #StopChina #スパイ防止法 \n&lt;2025/12/09🇰🇷の防空識別圏内でロシア軍機7機と中国軍機2機を確認し緊急で戦闘機を配備したと発表&gt;🇫🇷LeMode👇\nhttps://t.co/Y6L5SkP9HW
KaigaiSumi,@Sankei_news #StopChina&lt;平和を望む国は隣国に対してそのような行動は取らない &gt;😠Louis Duclos🇫🇷地政学専門家👇\nhttps://t.co/9DTfP9Wt7r
KaigaiSumi,🇯🇵にいらっしゃる🇰🇷🇰🇵在日の方々は目を覚まされるときが来ていると存じます\nご同胞さまたちが🇷🇺🇰🇵🇨🇳国家間の取引の商品にされています😠\n#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump
KaigaiSumi,21世紀の戦争はドローンが主役 #StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump\nドローンよけの網が張られているウクライナ👇
KaigaiSumi,"@simesaba0141 🇺🇦民間人を〇続ける🇷🇺に積極的軍事支援をする🇨🇳\nあまり伝えていない印象です🇯🇵報道😳 #StopRussia #StopChina\n\n2023年🇷🇺輸入工作機械の70％以上が🇨🇳👉弾道ミサイルの生産量増加😡\n\n🇨🇳製ドローン,航法機器,妨害技術,戦闘機用部品\n\n中国兵👉2025年4月🇨🇳兵ふたり🇺🇦軍に捕まる\n\n🇰🇵武器弾薬の🇷🇺への輸送援助"
KaigaiSumi,"🇯🇵差別といえば👉🇺🇸&lt;ティファニーで朝食を1961&gt;\n\n白人が演じる🇯🇵出っ歯,メガネ,ヒロインを密告する卑怯な隣人\nこれが🇯🇵当時全く問題視されないどころか大人気映画に\n\nちな🇺🇸ある作品鑑賞中に&lt;差別表現がある怒&gt;と映画館の席を立って出て行ったブルース・リー👏\n#StopChina #スパイ防止法 #StopRussia https://t.co/t5g0on26rn"
KaigaiSumi,🇯🇵日本の大手報道さまたちに見習っていただきたい🙏\n#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump\nhttps://t.co/XIZcr9rXbo https://t.co/36vRfeH91F
Tuba elver,@MarkRob84 @PhaedraXTeddy @mama00007777 @Thenina77 @basicstores @Bea08110 @CarlaCo92330391 @CarneRadioactiv @CharmenRose1 @edmondcchan @Mr_SuchCheese @immortality2045 @GeorginaMangan4 #stopchina
Hàoyú (浩宇),“Preventing births” is the textbook definition of genocide. China’s assault on Uyghur women exposes its brutal war on identity. #StopChina #UyghurRights \nhttps://t.co/X3uRKaawm9
KaigaiSumi,😍🤣うまいなあ👏#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump\nアルゼンチンのサイトDos MiradasとTBWAは👇素晴らしい印刷広告キャンペーン2018年で&lt;ニュースに「別の視点」を提供&gt;しています🇦🇷💻DosMiradas🇦🇷TBWA https://t.co/7Wb7BJO4Bl
Feifei wang 王菲菲,Tibetan abbot gone without trace 🚨. His school closed as China pushes Sinicization.\n#Tibet #Justice #StopChina\nhttps://t.co/Qz4tprQ1v6
Caihong,"From monastery to disappearance ⛔. Tibetan abbot taken, school closed.\n#Tibet #Justice #StopChina\nhttps://t.co/TefLandbzQ"
Lixin (利欣),"Chogtrul Dorjeten 🙏, abbot + school founder, vanished in Qinghai. Cultural erasure continues.\n#Tibet #StopChina #Justice\nhttps://t.co/Bcl5y5pRYa"
KaigaiSumi,🇨🇳🇷🇺が🇰🇷領空に複数の飛行機を飛ばす✈😠\n🇫🇷地政学アナリスト👇\n-中露両軍の相互運用性を示す目的\n-平和を望む国は隣国🇯🇵🇰🇷🇹🇼🇵🇭に対してそのような行動は取らない\n-🇨🇳北京は不必要な緊張の高まりを招く危険性がある\n#StopChina #StopRussia #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump
Feifei wang 王菲菲,MIT &amp; Harvard co-authoring with Zhejiang Lab 🤖.\nThat’s not science—it’s complicity in genocide.\n#StopChina #UyghurGenocide #AcademicShame\nhttps://t.co/B0HloeWLuY
Xiaoling xu 徐晓玲,Elite colleges risk their reputations 📉 by partnering with China’s surveillance state.\nMoral bankruptcy in the name of “research.”\n#StopChina #UyghurGenocide #AcademicIntegrity\nhttps://t.co/9cJbSAYHMV
Lixin (利欣),"3,000 papers 📑 co-authored with China’s surveillance labs.\nEach page = another nail in Uyghur freedom’s coffin.\n#StopChina #UyghurGenocide #TruthMatters\nhttps://t.co/CHs6PFcb89"
Mùyáng (穆 阳),Harvard &amp; Princeton 🤝 Zhejiang Lab?\nThat’s not progress—it’s betrayal.\n#StopChina #UyghurGenocide #AcademicShame\nhttps://t.co/4BzJJLgMj3 https://t.co/mep7qNgHyL
Hai Tao (海涛),"MIT, Stanford, Harvard, Princeton 📚 linked to Beijing’s AI labs that spy &amp; oppress.\nCollaboration = Complicity.\n#StopChina #UyghurRights #AcademicIntegrity\nhttps://t.co/Aruxh2OtFN https://t.co/zd20ZR6aaR"
M,"Liar….\nYou’re the one does to Japan.\nStop China, enough\n\n#StopChina"
KaigaiSumi,@superwangbadan &lt;エビデンスを「第三者向け」に出せ&gt;👈おっしゃる通りでございます\n\n🇨🇳政府&lt;日本は一回も謝罪していない&gt;言い続け、かつ\n🇰🇷🇰🇵10億円追加で補償した捏造慰安婦は&lt;🇯🇵一回も謝罪以下略&gt;と仏独公共TV局で2025年になっても紹介されてましたカラ🫤#StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 https://t.co/KWiFcH0Afr
KaigaiSumi,🇷🇺プーチンのオウム🦜Perroquets de Poutine🦜Putin's parrots🇫🇷Emmanuel Todd\n#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump
Tuba elver,@PhaedraXTeddy Help Help  #stopchina #animalsright
Elon Musk Stunt-Double (Parody),How did &amp; how come America 🇺🇸 let 🤔 CHINA 🇨🇳 buys 😳 ENTIRE single family homes' NEIGHBORHOOD? in the US? THis doesn't make sense 😕 #StopChina
KaigaiSumi,&lt;日本人は中国人とも韓国人とも違う&gt;\n🇯🇵日本人特有の縄文人DNAをもっている\n#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖\nPourquoi les Japonais sont-ils différents des Chinois ? /なぜ日本人は中国人と違うのか？👇🇫🇷GénétiqueLab\nhttps://t.co/1YELbUw24Z via @YouTube
KaigaiSumi,"""Tiktokひと月3000万回再生のされた🇰🇵北朝鮮動画はAI&lt;SORA2&gt;で作成されたフェイク👇 #北朝鮮学校閉鎖 #StopRussia #StopChina #スパイ防止法 #通名制度廃止 \nCes vidéos \""en cachette\"" montrent-elles la vie en Corée du Nord ?🇫🇷📺TF1 INFO 👏https://t.co/tFpleEyO4b via @YouTube"""
KaigaiSumi,@wildriverpeace 在住地🇪🇺📺当たり前に報道される🇨🇳台湾事変脅威\n🇯🇵📺では初めて拝見した気がいたします👏#StopChina\n\n🇷🇺も警戒すべき\n🇨🇳🇷🇺合同軍事演習👈2025/08😠\n\n-NATO事務総長12/07/2025\n🇨🇳が🇹🇼を攻撃するときは🇷🇺プーチンに電話をかけてこう言うだろう\n&lt;🇷🇺軍にNATO領土を攻撃させて引き付けておいて欲しい&gt; https://t.co/hXbXg0RMnY
KaigaiSumi,"&lt;🇫🇷🇷🇺親露派極右RN党と🇫🇷🇨🇳親中派極左LFI党をのぞき&gt;#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump\n🇪🇺欧州議会は🇺🇦ウクライナとその国民,領土保全,自由に対する支持を再確認する決議を採択👏27/11/2025"
Feifei wang 王菲菲,"🚨 China’s hidden war in Xinjiang = surveillance, forced labor, cultural erasure. Families torn apart, voices silenced. \n✊ #UyghurGenocide #HumanRights #StopChina #FreedomMatters #JusticeForUyghurs\nhttps://t.co/EbEWrRqXQ6"
KaigaiSumi,@24newseveryday #StopChina そっくりそのままお返ししたいですわ👆\nしかも🇨🇳国家主導で反日&lt;脅迫的言論&gt;あおっているとゆー😠#StopRussia  #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump https://t.co/czqrYorLmB
Feifei wang 王菲菲,✊ Sovereignty isn’t negotiable. Beijing’s expansion threatens every nation’s right to exist freely.\n#StopChina #GlobalSecurity\nhttps://t.co/xSKdGMy1iG https://t.co/XK46ao6QwI
Mulan,🛑 Incremental encroachment is Beijing’s weapon. Small steps add up to big losses for sovereignty. #TerritoryGrab #StopChina\nhttps://t.co/6XLWwSqUK5 https://t.co/4FsoS2HLdP
Feifei wang 王菲菲,China calls it “justice.” The world calls it torture. Every blow on Dorje Tashi proves how rotten this regime has become.\n#StopChina #HumanRights #JusticeForDorjeTashi #FreeTibet \nhttps://t.co/HpDAtDuTly https://t.co/DpkBSxKlrz
Dong mei,🏔️ Arunachal Pradesh isn’t just land—it’s identity. Beijing’s renaming campaign is cultural erasure disguised as cartography.\n #India #StopChina\nhttps://t.co/aTyKXkrnNY https://t.co/Sw59IewWpo
Hai Tao (海涛),🏔️ Arunachal Pradesh isn’t just land—it’s identity. Beijing’s renaming campaign is cultural erasure disguised as cartography. #India #StopChina\nhttps://t.co/ZunXUH9rvY https://t.co/7jW1ZYARJQ
陈志,"🗺️ Arunachal Pradesh renamed, South China Sea fortified, Taiwan rehearsed for invasion. Beijing’s playbook = incremental encroachment. \n#StopChina #TerritoryGrab\nhttps://t.co/rkVqd7Mp1H https://t.co/sJw8u6xVqk"
Jose Julián,➊ Embargar TODAS las inversiones chinas (empezar por mina Buriticá y Metro de Bogotá)  \n\n➋ Intervenir/revisar el contrato de los Gripen suecos  \n\n#Colombia NO puede seguir financiando a quienes nos quieren destruir.  \n\n#StopChina #StopSuecia
Temper azam,Dear PRIME MINISTER NARENDRA MODI kuchh boliye is pr \n#Andhbhakt \n#stopchina https://t.co/k5Bqjb2jJ4
Chibi Avion,🇫🇷フランス航空宇宙軍😍リアルなんどす😍AIじゃないんどすMSFSでもないんどすえ🤣#StopRussia #StopChina #スパイ防止法 #StopTrump
Feifei wang 王菲菲,Pempa Tsering: “China is attempting to eliminate the younger generation.” 🗣️ The world 🌍 must act before Tibet’s soul is lost 💔.\n#TibetCrisis #GlobalSolidarity #StopChina #TibetanYouth\nhttps://t.co/QHsrWUUBUG
张平,China’s war on Tibetan identity begins in childhood 👶📚. One million Tibetan kids are forced into Mandarin-only boarding schools.\n#SaveTibet #CulturalGenocide #StopChina #TibetanLivesMatter\nhttps://t.co/Hb7yIPELPz
KaigaiSumi,@SpoxCHN_MaoNing 👉\n-MAO/毛沢東からの圧力のせいで台湾は国連に国認知されなかった😭\n-今となっては(台湾の国連加盟は）もう遅い😨\n-中国は、恫喝その他(見えない戦争)を続けて、台湾が折れる形での統一を狙うだろう😨\n#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump
KaigaiSumi,@SpoxCHN_MaoNing 台湾が歴史的に中国だったことは一度もない\n🇫🇷Jean-Pierre Cabestan台湾在住の中国/台湾史専門家\n#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump\n👇ARTE独仏公共放送局09/09/2022 https://t.co/GeW4Q3qGuo
KaigaiSumi,中国に対する警戒度が高い国々と&lt;報道の自由度(国民が知るべき事実をたとえ国益に反していても伝える)&gt;が高い国々がほぼ同じというのが👇事実を表してございます ☺️#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump
KaigaiSumi,@losgenedoctor 少なくとも欧州は中国が世界最大の脅威😱と正しく認識しております👇#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 https://t.co/711uldamUG
KaigaiSumi,2025年11月20日🇫🇷サバイバル手引書&lt;Tous responsables/全員が責任者&gt;が政府サイトで公布されました👇\n対象に&lt;戦争&gt;が入っているのが\n&lt;国が現状を正しく認識し対処している&gt;証なので👍\nワタクシは安心感を得るのでございます☺️\n#StopRussia #StopChina #スパイ防止法\nhttps://t.co/86B6yX1dW2
Mùyáng (穆 阳),"Indonesia deserves truth, not Beijing’s AI myths. Fake tombs can’t bury real freedom. #StandWithIndonesia #StopChina #TruthWins\nhttps://t.co/ZQfHqJRgZG https://t.co/LZGURJUbor"
Hai Tao (海涛),"From Seoul to Sydney, people push back against China’s bullying. Nations may bend—but their people never will.\n#StandWithFreedom #StopChina #FreeWorld #FreeTibet #TibetHistory #TibetWasNeverPartOfChina #StandWithTibet #Resistance #ChinaLies #HumanRights #Lhasa #PotalaPalace https://t.co/97cMyCesJr"
Feifei wang 王菲菲,"China’s global image problem isn’t a misunderstanding  it’s the result of bullying neighbors, crushing freedoms, and exporting propaganda. The world sees it clearly now.\n#StopChina #ChinaLies #WakeUpWorld https://t.co/ZVLXCkglOL"
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,#StopChina #NotoChina
KaigaiSumi,@8YwGruLKqnZJBun 今の中国の行動👇#StopChina #スパイ防止法\n&lt;中国マフィア三合会がサイバー詐欺奴隷工場をビルマに作って世界中から巨額集めてる😠それは中国の軍事資金になってる&gt;\nLeMonde🇫🇷2024年10月28日\n&lt;中国系カルテルの捕虜の数は30万5千人&gt;\nhttps://t.co/HZTWFqaVpc
KaigaiSumi,@8YwGruLKqnZJBun 奇妙なことに\n🇯🇵に中国人は怒り狂い続けているが\nＷＷ2以前に🇯🇵より何倍も多い被害を与えた欧州は\nすでに許している🇨🇳\n\nちな日本は何回も謝罪しました\n\n🇨🇳共産党の反日戦争プロパガンダから解放なされ&lt;大人の歴史認識&gt;を持ってくださいますよう👇未来へともに歩みましょう #StopChina #スパイ防止法 https://t.co/nHqFrTAxVf
KaigaiSumi,@KotetuP どこの政治家でもそうですが\nなかでも🇺🇸トランプのリップサービスに一円の価値もないどす\n\nしかも🇺🇸アホの💪チカラ好き🇨🇳🇷🇺独裁者好き\nそして小国軽視🇹🇼🇺🇦は周知のことどす\n「🇺🇸トは中国を威嚇している」というのは地政学的な演技にすぎない🇺🇸は中国と同盟を結ぶだろう😱👇#StopChina #StopTrump https://t.co/YPEWCYwbwf
あまこんが,#スシローさくらみこコラボ\n#stopChina\n#ウイグル自治区\n#天安門事件\n#モンゴル\n\nモンゴルを守りましょう
あまこんが,#スシローさくらみこコラボ\n#stopChina\n #ウイグル自治区\n #天安門事件\n\n中国人が街から減って嬉しい\n中国以外の海外の方に綺麗な日本を楽しんで頂けますね
陈志,Tibetans choose their Dalai Lama through faith \nChina chooses theirs through dictatorship The world knows the difference\n#FreeTibet #ChinaExposed #StopChina\nhttps://t.co/QpHTr8ZINP https://t.co/WlLR4eOY9D
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,#NotoChina #StopChina \n#ChinesepeopleshouldgobacktoChina
Mulan,"Uyghurs, Tibetans, Hongkongers… different people, same pain. China’s oppression is not “internal affairs” — it’s a global human rights crisis.\n#StopChina #HumanRightsMatter\nhttps://t.co/et9U8oCdst https://t.co/4vBs7C6FTg"
Mùyáng (穆 阳),"Beijing’s entire power is built on intimidation remove the propaganda, and the CCP is nothing but a terrified dictatorship\n#CCPTruth #StopChina\nhttps://t.co/rnd79ASOoH https://t.co/7U5xXHRyQx"
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,I welcome the absence of Chinese people\nJapanese people hate Chinese people\nChinese residents should also return to China\n#NotoChina #StopChina
Gıyasettin BİNGÖL,Çin uygar dünya insanı için büyük bir tehdit oluşturuyor.Cunku hala dünyanın geri kalanına karşı kapalı ve tam bir askeri düzenle ilerlemekte.Modern dünya insanı 3-5 kuruş çin varlığına geleceğini feda etmekten kaçınmalıdır.Bu hata ölümcül olma riski barındırıyor #stopChina
KaigaiSumi,🇺🇦キーフ🇫🇷特派員Cyrille Amoursky👇&lt;ロシアはウクライナ民とインフラを攻撃し続けている&gt;14/11/2025💣\n13日夜の自爆ドローン攻撃による:〇亡者1名🙏負傷者15名 #StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 #StopTrump
wallace saunders,@RepMarkAlford @USTreasury #stopchina
Engineer Asghar,"This is how foreign infiltration begins — quietly, through shell companies and weak oversight. Missouri deserves answers NOW. Secure our bases, secure our land. 💥\n#ProtectAmerica #StopChina #LawAndOrder\n👉 @RepMarkAlford @SecScottBessent @TrumpWarRoom"
Activist Vegan,#stopchina #stopanimaltorture #stopyulinforever
KaigaiSumi,21世紀はドローン兵器の時代\n🇫🇷🎣🚢&lt;フランスの古い漁網がウクライナでロシアのドローン対策に不可欠な防護手段に&gt;👏\n&lt;ブルターニュの漁師たち🇷🇺🛸を捕獲し🇺🇦民間人と兵士たちを守るための網を送る👏&gt;👈08/11/2025🇬🇧the Guardian\n#StopRussia #StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖
KaigaiSumi,🇯🇵元首相さま👇🇨🇳覇権主義を否定なさる？🇨🇳スパイのような印象を受けますわ😳(そういえば東京のご自宅は維持費が年間一億円くらいかかるそうで？)\n中国は&lt;日本脅威&gt;という好戦的プロパガンダをしてますよ?#StopChina #スパイ防止法 #通名制度廃止 #北朝鮮学校閉鎖 https://t.co/b9XpThYzco
Christopher Kostic,"🚨🇺🇸🇨🇳 Nvidia’s Jensen Huang is waving the China flag—calling them the future of AI. Wrong! He’s selling out American innovation for cheap energy and Communist shortcuts. We don’t bow to Beijing. We build, we lead, we win. 🇺🇸 #MAGA #AmericaFirst #StopChina"
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,#NotoChina #StopChina\njapanese people hate\nChinese people\nChinese people go back to the china
Caihong,Dragon Over Devastation\nChina lit up Tibetan skies with dragon imagery—on sacred land.\nResult? Burned grasslands. Displaced wildlife.\nColonial spectacle disguised as tribute.\n#FreeTibet #StopChina #EnvironmentalJustice #CulturalSurvival\nhttps://t.co/2Xfvy9txwj
anuraggupta,"China’s mask of “harmony” is cracking.\nThe World Uyghur Congress has laid bare the truth — repression, surveillance, and camps where faith and identity are crimes.\nGlobal silence is no longer an option.\n#StandWithUyghurs #StopChina\n@HKokbore https://t.co/1OurSNmLCt"
PunPun,@xiaomi2411 @Tac56788 @frogsandroaches @Alvinisnot81207 @Lampooned71 @Logginoutlife @PapayaBlack2025 @Mlopfo @xhyourihikyou @x634495757 @grok @BencanTsang #ANIMALLIVESMATTER\n#STOPCHINA LEGALISING ANIMAL RAPE.\n#DELETECHINGCHONGS.
ByTuna,@_Firdevs_i_A_Ia #FreeTurkistan #StopChina
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,When in Japan，do as the Japan do\nJapanese people hate Chinese people\nChinese people should go back to their China\n#NotoChina #StopChina
Hasanayse,"Doğu Türkistan’da çocuklar öldürülüyor, kadınlar toplama kamplarında işkence görüyor!\nBu bir “iç mesele” değil, insanlık suçudur!\n\n🇹🇷🔥\n#FreeTurkistan #StopChina #TürkMilletiUyan https://t.co/VqHZXB7h0L"
Lixin (利欣),China’s Kalachakra charade is part of a long campaign to erase Tibetan identity. Cultural genocide dressed as ceremony. #StopChina #TibetMatters\nhttps://t.co/1l6GP2C5d8 https://t.co/eXEylidae5
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,Japanese people hate Chinesepeople\nChinese people go back to their home country\n#NotoChina #StopChina
Engineer Asghar,This isn’t just business — it’s survival. China weaponized resources while Democrats slept. President Trump saw the threat and acted when others didn’t.\n#ProtectAmerica #StopChina #AmericaFirst\n@MarioNawfal @HouseGOP @realDonaldTrump
Engineer Asghar,Exactly! China saw this coming decades ago — and America ignored Trump’s warnings. He was the only leader ready to rebuild our industrial strength. 🇺🇸 #TrumpWasRight #AmericaFirst #StopChina\n@MarioNawfal @realDonaldTrump @HouseGOP
Engineer Asghar,@SenRickScott @SpeakerJohnson @realDonaldTrump President Trump built the path to economic freedom — no more dependence on China. Americans must follow that vision to protect our future. #TrumpLeadership #StopChina #AmericaFirst @SenRickScott @HouseGOP @realDonaldTrump
Engineer Asghar,"Americans must wake up — China’s not just competing, it’s coercing. We need strong, fearless leadership like President Trump’s to safeguard our future.\n#WakeUpAmerica #TrumpLeadership #StopChina\n@USTradeRep @HouseGOP @realDonaldTrump"
Alağğ,@YzbAltay #stopchina
Alağğ,"The Uyghur Turks are denied even their most basic human rights — they are not allowed to travel freely, nor are they permitted to practice their religion openly. The whole world should turn its eyes to this situation. #china #UYGHUR  #stopchina https://t.co/SZtJgIqbwg"
Accusation,"🇰🇷 South Korea 🔥 Government blindfolded by “Digital Transformation” while the nation’s data collapses.\n📺 Instead of fixing it, Lee Jae-myung and his wife film TV shows.\n\n#SaveKorea #StopChina #APEC2025 #ExposeCCP #AmericaFirst https://t.co/cxsgekINCS"
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,#落水打狗 #StopChina
Lixin (利欣),China calls it “inciting separatism.” The world calls it defending human rights. \nDetaining students for compassion exposes Beijing’s insecurity.\n#FreeTibet #HumanRights #StopChina\nhttps://t.co/4tHKXdYhvg https://t.co/9z4lQ6xXPQ
MajorMaxPatriot 🇨🇦 🥓,"@SickofBS_ I absolutely understand what you are saying.\nFor me, the bottom line was and is that China Had To Be Removed From The Picture.\n\nWhich is the Worst of the Evils?\n\nThe way I see it, China 🇨🇳  is out for Worldwide Domination.\n#StopChina  🛑 🇨🇳 \n\nStacy, Keep Waking People Up. 👏👏👏 https://t.co/u00UdUvR4c"
梦婷 Mèngtíng ...🥰🥰🥰🥰🐬🐟🐋🐠,Tibet’s fragile ecosystem exploited for a “Rising Dragon” stunt. China’s soft power burns bright—and toxic. #StopChina #TibetUnderSiege\nhttps://t.co/jWhVG6CRBN
Chibi Avion,"#MSFS2024 全世界の海岸線-98🇮🇹ついにシチリア島を出て本土に戻りました🎉帰投地LICR/Reggio de Calare町はWW2連合軍の激しい空爆を受けておりました💣✈🔥&lt;約4,000人の民間人が死亡&gt;合掌🙏\n(やはり開戦させない軍事力が最大の防衛!!)#StopChina https://t.co/7oCouNQTQd"
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,#StopChina #Chinesepeoplegobackhome #NotoChina
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,#NotoChina #Chinesepeoplegobackhome #StopChina
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,#NotoChina #Chinesepeoplegobackhome #StopChina
『北九州(いま筑豊)の外道』日本列島を強く豊かに Japan is Back 🇯🇵,#NotoChina #StopChina \n#Chinesepeoplegobackhome
Zhaoli,China says it's “illegal” for Tibetan lamas to be born outside the PRC. This is not law it’s spiritual colonization. Religion ≠ Communist Party control.\n#StopChina #TibetUnderThreat #DalaiLama\nhttps://t.co/8Cn21SKasL https://t.co/VpRLmPzwck
Xiaoling xu 徐晓玲,China abducted Tibetan monk Dhar-gye 4 years ago.\nHis family still has NO IDEA where he is.\nThe world must speak up against this enforced disappearance!\n#StopChina #TibetDeservesFreedom #WhereIsDharGye #ReligiousFreedom\nhttps://t.co/YQr250CSbv https://t.co/QtBZBHuMTE
陈志,"China's “ethnic unity” laws mean prison for prayers, exile for faith, and disappearance for truth. Monk Dhar-gye is just one of many. Enough silence. We demand accountability.\n#FreeTibet #StopChina #WhereIsDharGye\nhttps://t.co/w5doJ1RVJP https://t.co/2xXO7wmERs"
hoop!,@Caldera2791 @jacksonhinklle China commits #UyghurGenocide another damn emperyalists bloodthirsty terror state #stopchina #StopIsraelTerroriste #uyghurs #eastturkistani
