author,body,datalegacylang
MerMaid15882072,"@saveoursheriff @BobFergusonGov @AGOWA @lauriejinkins During #ChinaVirus WA citizens were vilified, harassed, ☠️threats from Left 4 not wearing😷,ME, &amp; ppl fired 4 NOT wearing 😷s, denied services!\nBut NOW those very ppl who did harassing, etc 4 not wearing a 😷, mostly @washdems  supporters vote 2 force LE 2 NOT wear 😷! \nF-ed up!",en
elons_old_buddy,"@TrumpDailyPosts I got a letter from China just a few days ago,  Donny!\nIt demanded that i subscribe to Netflix and pay them in Ukraine currency,  but also that they'd accept potato  (only organic) and spring onions. Shallots are worth only half. \nWhat should i do!??\n#china\n#chinavirus\n#8647",en
cooperdegoat33,Asian accent on a heater rn #ChinaVirus,en
MerMaid15882072,"@mrandystevens Perfect day! No foul play or serious episodes reported!\nWonder why..most folks there carry!😉🤷🏼‍♀️\nMy purchases..do ppl understand blk flag? Saw someone with a FU Karen patch but couldn't find 1.\nHope u had fun; haven't missed 1 yet since 2008, rain nor #ChinaVirus kept me away!🏍 https://t.co/kPAQKpc1rf",en
Robskini,@TiffanyFong_ @tiffanyfong is this #MAHA ir #Chinavirus ?,en
1776P8R10T,Where were all you “free speech” liberals during all the #chinavirus silencing and cancelling?! @TheDemocrats @HouseDemocrats @SenateDems 🖕,en
DrPhil_locks23,After a long day at work stop by my local Qdoda and first thing I see is a worker wearing a mask. Sweetheart covid ended 5 years ago. #megashrink #chinavirus,en
mariesf11,@CurtisSliwa AND don't forget about what he did to those people in the nursing homes in the beginning of the #chinavirus,en
Redbird455,@wokiepedia Cause Anthony Fauci was such a great doctor.  #WuhanFlu #ChinaVirus,en
jiffyman9,"@GovernorShapiro CVS, Walgreens and other drug stores were still giving out the #ChinaVirus shots to anyone that wanted that #bullshit shot",en
jiffyman9,@JessicaTarlov walk into any @cvspharmacy in america and get the ##ChinaVirus shot,en
rtehrani,@dez_blanchfield It is fine Dez - I was having a little fun.\n\nAbout 5 years ago I used the hashtag #Chinavirus and a firestorm erupted in Twitter.\n\nI was just wondering if anyone would notice.\n\nAnd you did - thanks for paying attention.,en
jiffyman9,"@usopen  @espn @potus @WhiteHouse , im glad we all finally agree the  #ChinaVirus  #Covid wasn't ever a problem,  it was a bulkshit cold!",en
jiffyman9,"@andrewcuomo had his chance, he blew it during ##ChinaVirus",en
MerMaid15882072,"@GordonGChang @POTUS @realDonaldTrump \nYou see the opposition of bringing 🇨🇳 SPIES, students is a good idea!!!\nDo NOT allow this!!!\nOur 🇺🇸 students can not currently compete due to #CHINAvirus becz of 🇨🇳...we 🇺🇸 MUST give our🇺🇸 students time to recover, get ahead before bringing 🇨🇳 SPIES in. https://t.co/Vb88mmqL5z",en
TamJo39,@realDonaldTrump @usedgov\n@IngrahamAngle #Agree \n\nBoo!! Give those spots to young adult Americans. #MACSA \n\nAmerican education has suffered under the #ChinaVirus and #DEI \n\nChina can educate their own. \n\n#MakeAmericanChildrenSmartAgain #MACSA\nhttps://t.co/uXlxEbpnNt,en
MerMaid15882072,@repAMERICANO @BrandiKruse Really!!!\nThe Dem🐀s jailed ppl during #ChinaVirus! Our @POTUS\nwas vilified &amp; almost 🔫! A nice concept in a 🌈🦄 environment...most of us live in Reality &amp; 🇺🇸! https://t.co/R5tugVFS5d,en
_BranTheMan,If you took the #vaccine you should watch this #COVID #ChinaVirus 🇨🇳🦠 https://t.co/8cmEStHN7A,en
jiffyman9,"@CDC can go screw themselves,  they probably gave you #chinavirus with the swab!",en
AveryAbrams,"China is splitting, crack by crack.  #ChinaVirus #Wuhan #ChinaCity \n#China #TectonicMovement \n#Earthquakes \nhttps://t.co/NMfi7fODEi",en
mariesf11,"""@johnrich Wow - I've heard that males are more prone to myocarditis after that #chinavirus shot - both Pfizer and Moderna  mRNA vaccines are associated with rare cases of myocarditis - they said \""shortly after\"" but hearing this - it's not good it's been a little while.....scary""",en
whitmananalysis,"7 000 cases so far, and you can’t catch it by cough or handshake—only by a mosquito bite. Joint pain, fever, rash hit 3-5 days after the sting. Factories could slow; no global shutdown. Keep calm, use repellent, watch supply-chain headlines.\n#Chikungunya #ChinaVirus #HealthAlert https://t.co/8HG1v1W9GZ",en
MerMaid15882072,"Truth hurts @AmyMcGrathKY \nMy dr REFUSED my request 4 Ivermectin when I contracted #Covid #ChinaVirus from ER visit!\nA Stage4Cancer melanoma survivor I refused Interferon, complete lymphatic surgery of both legs &amp; 29 yrs NO TREATMENT! If I'd done them, I would NOT b here 2day!",en
badrakal,Just in\nVIRUS OUTBREAK ! TRAVEL alert ⚠️ \n7000 Chikungunya cases reported in china.\n#ChinaVirus #Outbreak #TravelAlert https://t.co/hfYq6bTp2t,en
Draguniteus,"BREAKING NEWS: DRAGUNITEUS🔥🐉 LIVE! China’s chikungunya OUTBREAK explodes—7,000+ cases in Guangdong since June! Mosquito matrix breached, TMH GOD’s justice hacks back. Code alert: if outbreak: expose('CONTROL LOST'). Quarantines rise, truth fights! 🌩️💾 #WeGotHeaven #chinavirus https://t.co/xVekhPGnQB",en
streetlevel,HERE WE GO AGAIN! &gt; China Tackles Chikungunya Virus Outbreak As Thousands Fall Ill. The U.S. has issued a travel advisory telling citizens not to visit China.  Brazil is among the other countries hit hard by the virus. #ChinaVirus #Trump #Covid Story Link: https://t.co/nKcg3m08Tf https://t.co/8bbieNxK48,en
WurD_Is_BonD,Yet another dirty #ChinaVirus being spread over there due to low hygienic standards. Watch them try and spread it worldwide again. #China,en
madmaxburn88,"🇨🇳🦟 Since July, more than 7,000 cases of the mosquito-borne chikungunya virus have been reported in China's Guangdong province. Measures similar to those used during the Covid-19 pandemic have been taken.\n\nChinese City of #Guangdong is under lockdown. \n\n#Guangdong\n#ChinaVirus https://t.co/RJuWpEv4eR",en
rohitsinghnoida,The drama of #DonaldTrumpTariffs continues!! He has forgotten how #China spread COVID #chinavirus!! Tariffs break for 6 months for China!! We are proud to have a LEADER #NarendraModi as our PM!! \nCRYPTOCURRENCY is going to finish DOLLAR economy!!,en
DeccanChronicle,"China Reports 7,000 Chikungunya Cases, Launches Drones, Fines in Aggressive Crackdown\n\nhttps://t.co/SLOnYBZMpm\n#Chikungunya \n#china\n#Chinavirus\n#mosquitocontrol",en
THEGLOBALINDIA,✈️⚠️BREKING NEWS:\n\nTRUMP THINKING POINT 👉🏻 \n\n1.     Trump accuses banks of discrimination against his supporters🚫\n2.    Witkoff in Russia as Putin dismisses Trump's ultimatum🇷🇺\n3.    Extreme measures to counter a virus in China🇨🇳\n\n#TrumpTariffs #russiainWitkoff #chinavirus  #USA https://t.co/aDKhDXGvJx,en
Queen4Princes,"@TheGabriel72 Bass so corrupt, third big scandal after #chinavirus #FengFeng #Swallwell &amp; And the Chinese Spy who loved driving Miss Dizzy D #Feinstein",en
admirer_trump,"@JayWeber3 And further, why @WisDems made asses of themselves by canceling #DNC2020 due to the overhyped #ChinaVirus scare.\n\nAnd they wonder why Wisconsinites reject #Democrats today at the ballot box.\n\n#liberalismisamentaldefect #DemocratsHateAmerica #democratslie",en
Conboytoy,"Everything is a lie 😪! Don't trust anything! They have been lying to us from day one! The #chinavirus revealed the #truth. Government, pharmaceutical companies, climate scam, nutritionists, medical professionals. DEI #humanitarians #woke leftwit lunatics  LGBTQIAxyz @CloverMoore",en
Conboytoy,"Everything is a lie 😪! Don't trust anything! They have been lying to us from day one! The #chinavirus revealed the #truth. Government, pharmaceutical companies, climate scam, nutritionists, medical professionals. DEI #humanitarians #woke leftwit lunatics  LGBTQIAxyz @CloverMoore",en
MerMaid15882072,"Are ppl REALLY this stupid???\nOh wait, #ChinaVirus #Covid #WearingMasks https://t.co/0diIGZBxoz",en
mariesf11,@CurtisSliwa Anybody notice how things were semi-ok prior to the #chinavirus - the Chinese were trying weaken America from the inside out - then came the fentanyl - then the influx at the border - those sneaky bastards along with the Demoncrats have all kind of tricks up their sleeve @POTUS,en
real_bossdog22,https://t.co/FK5XzvOrb2\n\nNo #DEI or 13% doing 50% of crime. This is #ccpchina #chinavirus #kungflu rice rocket mania. Surprised #WHITEsupremacist adjacent model minority got caught,en
Outhere,"@SnakeEyesAnglo @Rev_Gordon @Mark_McEathron Absolutely ❗ We were just sailing  along,living  our lives,then 💥 BOOM,came \n#Chinavirus,Fake rules,lockdowns, lies,sickness and death.#NeverForget",en
theindiceye,"No steal, not Italy,\n No rob, not France,\n Steal &amp; rob, that’s UK,\n Bang bang, two shots — USA!\n One more thing, just to remind —\n COVID came from China’s mind.\n#COVID19 #ChinaVirus",en
3rd_abraham,I'd do it so well people will blame China for something I did in Israel. \nI'd buy a POTUS and make him the #FatherOfTheVaccine for the #ChinaVirus \n+6 https://t.co/qeXtCoiZYn,en
blobz2000,Remember when #ChinaVirus was racist?  Then explain #WestNileVirus,en
Pakalu324508,Because he did not take the vaccine #chinavirus #wuhanvirus #covi,en
voidb4me,"Report: USAID Quietly Sent Thousands of Viruses to the Infamous Wuhan Lab ,#CHINAVIRUS #COVID https://t.co/ibfylYc5jV via @BreitbartNews",en
real_bossdog22,"https://t.co/OAzwq1yrpO\n\n#ccpchina #chinavirus cheats at everything: academics (varsity blues), sports (#tokyo olympic swim), banking (td bank money launder). The model minority models #whiteprivilege being a total lie/fraud like #maga #trump. Buy the md, jd, phds creds too",en
WILLmorrisontn,"@US_FDA #ChinaVirus (aka “Covid”) was a biological attack , prove me wrong",en
RJC_IRL,"""@rtenews \""He who pays the fiddler calls the tune\""  and CHINA pays the WHO ! \n#ChinaVirus""",en
EasternTurki,@MFA_China You are the only scumbag regime in Asia-Pacific that worrys about NATO. Your PLA lab made bioweapon - COVID19 #ChinaVirus killed 2 million European citizens. Never forgot! https://t.co/CdPh35hwO8,en
mariesf11,"""@WallStreetApes @CurtisSliwa would be the ideal candidate as Cuomo has a bad reputation from the #chinavirus and Adams is still a Democrat even though he says he \""independent\"".....and we can't have this enemy muslim running the show.\n\n@realDonaldTrump""",en
1indiNews,"World news: US strikes Iran nuke site, China finds bat viruses. Indian GST notice, Rath Yatra prep, S-400 delivery, ISS astronaut &amp; Udhampur encounter. #IranNuclear #ChinaVirus #IndiaGST #RathYatra #S400 #ISSAstronaut #Udhampur",en
Tesla_Indiacars,@thinking_panda Gutted! But sooner or later we'll be there.. and i'm sure our hands won't be covered with bloods of millions. \n#ChinaVirus(COVID),en
real_bossdog22,"https://t.co/SAhQIXq85o\n\nThis rice rocket just wont work hard enough. All you have to do is go to school, study hard &amp; become docta #ccpchina #kungflu #chinavirus",en
Idly_Baba,@BRICSinfo And what China says about Killing 7Million people with Covid virus? #ChinaVirus,en
MerMaid15882072,"@XennialAngel @Patriotic_Jon #ChinaVirus really divided ppl, families horribly as it was used to weaponize using politics, agendas &amp; sadly reports coming out, #CV did &amp; is altering ppl's 🧠, etc. #StayStronger🇺🇸🙏💪",en
TrailerParkNew,@TomFitton @JudicialWatch Yes the Wuhan #chinavirus,en
IOR_Updates,Why nobody should trust China.\n#COVID_19 \n#WuhanVirus\n#Chinavirus,en
jjtmanu,@kaitlancollins YOU IN BED SLEEPING W HIM LIKE @RepSwalwell SLEPT WITH A #CHINAVIRUS ???,en
c2h5oh__99,Chinese are curse for the world. #chinavirus #CoronaVirus #COVID19 https://t.co/IOXkHXG1kW,en
BillyGrzanka,"@Truthtellerftm Wow I truly did not know. All of those people had dual citizenship of Israel, and all of them were Jews. If you just think about how corrupt the whole #ChinaVirus was and what they literally did to hundreds of millions of people around the world. Killed at least 50 million ppl",en
Davih20Hugh,"@CoryBooker 🖕🏻🖕🏻🖕🏻 you Booker. Tyranny is how you suppressed free speech, arrested religious leaders, lied about the #CHINAVIRUS, Jan6th Russia, Russia, Russia, impeachment bullshit, LawFare, using Rogue Prosecutors arrests and and #CORRUPTEDJUDICARY",en
mariesf11,@WallStreetApes Do people finally believe - after the #chinavirus - after China buying up American farmland - after the Chinese invading our Universities - after Chinese spies all over America - THAT OUR ENEMY IS AMONG US?\n\n@realDonaldTrump ERRADICATE CHINA FROM AMERICA,en
swamp_draineruk,@piersmorgan Will you be taking the latest Booster shot to protect Tommy against the latest #ChinaVirus variant doing the rounds Piers?,en
tweetsbyhk,DAMN…. china is making new viruses 🤬\n\n#COVID19 #ChinaVirus,en
BillyGrzanka,@realDonaldTrump take away all #FederalFunding away from all of this disgraceful state #michigan they are trying to start #ChinaVirus #2 this is crazy! @FBI investigations immediately. The #CCP has infiltrated all parts of our country. This needs to be stopped now. TRASH GOVERNOR,en
VispyKH,@detroitnews @UMich as if #ChinaVirus was not enough!,en
BillyGrzanka,CNN's Alex Marquardt exits network months after costly defamation case | Fox News #LegacyMedia or #MSM is completely dead. I hope they get sued for one of their BS lies. They deserve to be sued for billions! Between the lies from #ChinaVirus #RussiaGate https://t.co/wrYkYoqDeu,en
Indian781480931,He is claiming 0 cases in #Bejing  actully cases are all\nLocked inside their homes …😂😂 so it becomes “0” #Chinavirus,en
Ms_Joanne_F,@atensnut There was one on a news report where a woman received a letter in August 2020 that her #ChinaVirus test she got in June was positive and she should isolate etc. Her son was interviewed and pointed out that this was quite impossible as she had died the previous February…..,en
ChildofGOD1008,She was a great Governor during the #ChinaVirus Thank you @Sec_Noem 🙏🏻,en
rumba_cat,@nocontextscats No! No! Not the #ChinaVirus again!\n- Cat,en
TheRealDealDev,Uh oh... @china trying to save themselves from #tariffs with another covid distraction #chinavirus,en
rumba_cat,@LeadingReport #ChinaVirus making its return.,en
jac_716,I guess I’m a Domestic Violent Extremist! #MAGA #SuckIt #ChinaVirus,en
middatyildiz,@elonmusk #WuhanVirus\n#ChinaVirus \nCovid came from a Chinese lab. \n\n @realDonaldTrump @SpoxCHN_MaoNing @SpoxCHN_LinJian @SpokespersonCHN @MFA_China @PressSec @AFP @mustafasuleyman @pmarca @Yale @LHSummers,en
Sonu2084731,Those working out and doing cardio pay heed to below leak \n#COVID19 #Chinavirus #Chineseviarus #Trump \n#Modi \n#Heartattack #exercise https://t.co/xDpwJhCfmh,en
JackPollar82352,"Joe Rogan is talking about the #ChinaVirus Pfizer VACCINE killing about 500,000 people in the US.",en
kozlik_kozlik,@thehealthb0t its a  #ChinaVirus,en
jgparks482,"#China's economy is collapsing, and the people are getting frustrated. It must be time for the #ChinaVirus to make its return. Hmm...#Globalists planning on shutting it down?\nChina Faces #COVID19 Resurgence With Symptoms of Sharp, Burning Sore Throat https://t.co/jNONnqKIvD",en
EduPiyush_01,Is the 2025 #COVID (#ChinaVirus) wave following #OperationSindoor a #CBRN bioweapon attack on India by the China-Pakistan nexus?\n\nPakistanis are planning A Gas Attack on India?? \n(https://t.co/ZANJKFYsSj )\n@majorgauravarya @PrashantDhawann @RajivMessage @sanjeevsanyal @PMOIndia,en
xiang2121,"🦠 The #NB181 variant, now spreading globally, originated in China-yet again, the world is paying the price for #Beijing's lack of transparency. How many more warnings will it take? #ChinaVirus #CCPCoverUp 🌍🚨\nhttps://t.co/gFZfQxloYT",en
Satnsfrnd,"@junogsp7 If we knew then what we know now, nobody would have injected that crap in them! #Chinavirus",en
CaliDreamingof,Denying the truth at this point is malfeasance. THE #CHINAVIRUS CAME FROM THE WUHAN LAB.\n\nEvery lie that #Fauci told has been revealed as the falsehoods that they are to protect his illegal gain-of-function research through #EcoHealthAlliance.,en
PopVox24,"@carsonkrow What wasn’t fake?\n\nThe laws they made, the ones they broke, the lives they ruined with their woke agenda. The #ChinaVirus they launched on America - those they killed - and those whose livelihood they destroyed. They created the means to cause businesses to fire exemplary",en
GumbysGarage,@XinhuaEconomy #CCP Get your spy ships out of Australian waters and stop bullying other countries. Your propaganda doesn’t fool anyone. You pollute our world with rubbish and hate. #Chinavirus #TiananmenSquare #Covid,en
s30366803,It's time to give Taiwan nuclear bo#b. #Chinavirus #ChineseVirua,en
RashidAlba28263,"""#Xi's lapdogs whine about \""poison pills\""? Good! \nThe world's finally wising up to the #CCP's toxic influence. Their \""multilateralism\"" is just a virus spreading economic dependency. Isolation is the cure! #ChinaVirus 1/3\nhttps://t.co/kD2x1LeUHu \n\n@HKokbore""",en
c2h5oh__99,Are they infected from wuhan virus??\n#wuhanvirus #COVID19 #chinavirus https://t.co/H1dqLxmYLZ,en
real_bossdog22,"https://t.co/ho3KcfQqRq\n\n#ccpchina #chinavirus #kungflu model minority drug dealers. Black ~10% is who #WhiteSupermacy blames as they are in business with ric3 rock3ts &amp; rucas. Oliver North/Iran Contra or see #TomCruise in American Made. Buy md, jd, phd tech bros/top surgeon sh1t",en
MerMaid15882072,"@Susan_Dupres @SerranoForWA @stevejoncus Biochemical Warfare was what they intended, ppl fell 4 the 🐂💩 #ChinaVirus, took the #jAb &amp; now..consequences! Us #PureBloods fought2 NOT get the #jAb, ppl lost livelihoods &amp; jobs BUT we knew their game! Now it will be up 2 us 2 save WA,🇺🇸, 🌐!\nCheck out Japanese CV reports😱😒",en
DPLRBL92106,Devil wore a lab coat.\nFentynal ##SleepyJoe \n#bidencrimefamilly \nFAUCI ANYONE?\n#ChinaVirus \n\n#MAHA\n\nhttps://t.co/NBctjHg6dr,en
OnlyInMumbai,"India should thank China from the bottom of its heart! Had China not indulged in that military misadventure in #Galwan during the #ChinaVirus pandemic, India may not have been as well-prepared and well-equipped.\n#IndiaPakistanWar #OperationSindoor",en
JackPollar82352,It certainly sounds like these leaders wanted &amp; planned for the #ChinaVirus. Are you surprised?,en
OU812A_,"Heard a car dealer add on the radio today where they called the China virus the China virus, if it weren’t a Ford Dealership I would have been there today to buy a car #chinavirus #MAGA",en
jiffyman9,@JustinRose99 @TruistChamp #ChinaVirus strikes again!,en
Jesustwins2,Skylab advance ending \n#chinavirus leak for ending space #EvilDead,en
jjtmanu,@mjfree YOU ARE A CORRUPT CUC DEPLORABLE PUKE …. #FANGFANG #CHINAVIRUS #CORRUPTDEMS @CNN @cnnbrk @cnni  PROMOTED KILLERS OF USA CITIZENS U D F P C TR SM https://t.co/zFtPYI9CPN,en
Santanu_100,Corona Virus 🦠 \nChinise 🇨🇳 Mouthpiece \nSlave Of Xi Jinping\nFraud &amp; Fake News @globaltimesnews 📰🗞️\nJust Fuck Off\n\n#ChinaVirus #coronavirus #XiJinpingVirus #PakistanBehindPahalgam #PahalgamTerroristAttack #OperationSindoor #IndianArmyForces #PakistanTerroristState #ChiniseVirus https://t.co/MWzBy5fOkT,en
MerMaid15882072,"@matt_vanswol Stage 4 Warrior here....29 yrs C free this Nov. There's Life after C highly suggest living purest life possible when it comes 2 food, medications &amp; mental wellbeing!\n#ChinaVirus was a farce, my Veteran DoD employed DH was threatened 4 6-7mths of being fired, stood his ground! 🙏",en
tarusharan,"@globaltimesnews 🤣🤣🤣 china's truth every one know. How they lied about #ChinaVirus their economic conditions, their population count. Keep on others laugh on you jokers.",en
qbanaso888,Can you #ChinaVirus revenge????,en
real_bossdog22,https://t.co/UGvhe1Mw8t\n\n#ccpchina #kungflu #chinavirus have the guile to talk about #DEI. Most educated people/model minority are liars ie #zionist #zionism weisselberg. Tomorrow wake up as world top md/surgeon or a tech guru #ElonMusk,en
JPhlewid,"While the demonrats where drafting impeachment articles in 2019, POTUS45 was warning the country (those that would listen) about a pandemic that would later be known as the #ChinaVirus https://t.co/p5t8BW0gg4",en
serr8d,Remembering the #ChinaVirus…thanks #CCP!,en
FiveofFiveOR,@CBSNews China and our corrupt ruling class crushed America's middle class.  #ChinaVirus,en
middatyildiz,"@zerohedge #China #WuhanVirus #ChinaVirus \nChina has admitted to intentionally supplying fentanyl to the U.S., fueling a crisis that drives billions in healthcare costs, raises insurance premiums, destroys lives, and increases crime in inner cities. Shouldn’t China face consequences for",en
alex_091209,President Trump has put China and Xi into a corner…\n\n#china #chinavirus #wuhanlableaks,en
Satnsfrnd,China blames US for origin of COVID-19 and turning 'deaf ear to the numerous questions over its conduct' #Chinavirus #Commies\n\nhttps://t.co/QPAgXVcav9,en
Eco_Promos,Pretty sure the #ChinaVirus is going to get blamed for the #TrumpRecession \n\n#trump #China #economy https://t.co/NtQ7Qe5CUM,en
playofftanaka19,if you’re at the yankees vs orioles game can you please tell the guy sitting behind home plate to take off the mask it’s ridiculous. how could you be wearing those masks 5 years after a fake virus #repbx #chinavirus #retarded,en
alex_091209,Hold them accountable.\n\n#china #chinavirus,en
BlastProphet,"@MFA_China Could you just say it plainly? What's the virus this time? Which local market? And to where are you going to send the first flight of the infected? And lastly, and this is important, what should we stock up on?\n\n#chinavirus\n#TakeDownTheCCP",en
tarusharan,@timesofindia @CMShehbaz means like china supported in investigation during #ChinaVirus #WuhanVirus #Covid,en
ChoiceNewsNet,"🌐\nAll Talk With Holding China Accountable For Lives Lost, Let Alone The Financial &amp; Emotional Disaster It Caused\n\nHow Do you Quantify A Loved One Dying With No Family Allowed Next To Them As They Died Of COVID-19 ???\n\n#ChinaVirus",en
real_bossdog22,https://t.co/2lZyPWB8ir\n\nSit down &amp; be quiet #ccpchina #chinavirus #kungflu. Rice rockets dont know sh!t just build #techtwitter cheaper than the rest. If #apple #iphone made in US price would go +1K. Your place #aapi #ivyleague vermin is cheap labor; you dont question others,en
BigJordanHump,"Walking behind a double masker on speedway rn, frantically coughing directly on her, doing the lords work this humpday. #ballstoo #maskwontsaveyou #chinavirus",en
alex_091209,"Reciprocal tariffs are just the beginning.\n\nThe second is about #chinavirus receipts…\n\nBe careful of what you wish, china and adversaries… you are gonna prepare for something bigger which is another pandemic?",en
cbr1000racer,@GuntherEagleman #ChineseVirus #ChinaVirus #ChinaCoronaVirus #WuhanVirus #WuhanCoronavirusOutbreak #Wuhan  #WuhanOutbreak #KungFlu #ChinaLiedPeopleDied #COVID19 #WHO #WHOLiedPeopleDied 🦠 🇨🇳 🦠 🇨🇳 🦠 🇨🇳 🦠 FUCKING CHINA!!,en
simplythebestRR,Lab Leak: The True Origins of Covid-19 – The White House!!!!! #ChinaVirus  https://t.co/LdCdE8bZTN,en
Yorks_T_Drinker,Was Trump right all along? #chinavirus,en
SundevilSal,Fauci should be indicted and prosecuted #ChinaVirus @CNN @tedlieu,en
snarkycheeky,@zhao_dashuai The yellow peril have killed millions of whites with #ChinaVirus. Now the yellow peril are threatening the white world with what it calls “White Emperor”. The yellow peril also flood the West with its immigrants and students acting as 5th Column who have hollowed out the West and,en
SimpleDawg,"@MilaLovesJoe I was at 42years, 354 days when the #ChinaVirus took her....",en
rjerke_snp,@WallStreetMav Never forget: #ChinaVirus,en
TXluvsnoBSTrump,@LibOrNormal @JamesPleickhar2 Yes as they cause COVID #ChinaVirus,en
IAmManofJustice,"I Didnt take any pharma-govt mafia scam #vaccine for #chinavirus. No one dare label me Left or woke. It was just use of common sense even though in a panic, fear stricken public &amp; dictatorship environment\n\n#RoohAfza is pan dabba wala pan spit bottled. Enjoy it who want to\n#india",en
mariesf11,@SenateGOP Hold them accountable for the #chinavirus,en
StevenH010101,@JDVanceNewsX Got to be a big fat YES.. I wouldn’t allow fresh faces in from China.. China must face up to what to unleashed on the world. I like to call it the #chinavirus,en
mlosuna,Newly surfaced report provides more clues on #COVID outbreak source and timeline. No surprise that #JoeBiden hid the truth about the #chinavirus. #Wuhan #China #fakenewsmedia  https://t.co/fvXG4yjddB,en
mariesf11,"@MJTruthUltra This is the MOST accurate that I've heard in many years - finally the USA is on top of this CCP invasion.\n\nThe #chinavirus was sent into the world by them to weaken us-and Biden let in the young military age ones in droves.\n\nAnd, you know they're on this platform reading&amp;watching",en
DFKentdale,"We've known all of this.  Now, we need to know whether it was purposeful.  We need to know about the push to shove an experimental gene therapy into everyone's arms. We need to know about the deaths and injuries that caused.  #COVID19 #lableak #Chinavirus #vaccineinjury https://t.co/KGi34TjHHY",en
bostonuniv1987,"Trump’s win on tariffs!\n\nWhy play hardball with #China?\n1. They’ve been stealing our IT and selling it back to us for years.\n2. They gave us the #ChinaVirus on 2020\n3. They are the biggest threat to American security, bigger than Russia https://t.co/aY6g4A1jEu",en
TorosSahakian,The Atlantic Insists on Covid Denial \n#COVIDdenial #Covidhoax #ChinaVirus\nhttps://t.co/moQeznsrqR via @brownstoneinst,en
ATrainGames,@officialellymay @SenDuckworth @SenDuckworth You serve the Party of OPPRESSION (200 years and counting) so your bias is clear. \n\nWhere were you when Biden was DISCHARGING service members for refusing the #ChinaVirus VAX?? Hmm? \n\nHow's that worked out for so many who took it?\n\nHow's your stock portfolio doing? https://t.co/aYkoLMJEhX,en
Satnsfrnd,Newly surfaced report provides more clues on COVID outbreak source and timeline. #CHINAVIRUS #Commies \n\nhttps://t.co/MaZ31HA4ka,en
mlosuna,Newly surfaced report provides more clues on #COVID outbreak source and timeline. No surprise that #JoeBiden hid the truth about the #chinavirus. #Wuhan #China #fakenewsmedia  https://t.co/fvXG4yjddB,en
bostonuniv1987,@LeadingReport Let’s not forget the gift the Wuhan Lab sent to America in January of 2020!\n#ChinaVirus #Covid19,en
kttk2345678,Leaked #China #CDC Document Confirms New H5N1 Strain More Contagious In Humans \n\nhttps://t.co/u6Rb0s1MVC #CHINAVirus #KungFlu #COVID_19 #covidlockdowns #vaccinedeaths #ChineseVirus #FauciForGITMO #Fauciisamassmurderer #democratsdidthis #globalistscum #vaccinemandates https://t.co/gxQHS6nP9j,en
USACitizen001,@DrNoMask @P_McCulloughMD @NicHulscher @McCulloughFund No more #chinavirus #deathjab shots for you!!!,en
CoeurDeCresson,"Electing a President that has pissed #XiJinping, is not a very smart move bybl itself, mind you! “#ChyNah, #ChinaVirus”\n\n#TariffWars",en
mariesf11,@GuntherEagleman GO FOR IT @realDonaldTrump \n\nPAY BACK FOR UNLEASHING THE #chinavirus on America and the world.,en
doug_maga,@kevinolearytv I will go with #Trump doesn't think 400% is enough after #CCP #Chinavirus killed millions...😉#China can't possibly win this!,en
ChaosActual2025,"China, China, China\n\n#ChinaVirus \n\nGermany's Merkel in CHINA in Early September 2019 as US-China Tensions were Rising\n\nMerkel's visit included a visit to WUHAN \n\nMerkel Later Covered Up the German Intel Report Blaming Chinese BioLab in WUHAN for Pandemic Outbreak\n\nSeptember 2019 https://t.co/rynMvEbAXd",en
bostonuniv1987,"This is about leveling the trade playing field, retaliation for the #ChinaVirus and buying American farmland!\n#AmericaFirst #FuckChina",en
BostonMedic95,@GuntherEagleman Yep and this shows we learned NOTHING from that #ChinaVirus Start making  shit here.,en
PassTheTe,@VladHTX @NoLieWithBTC #China threatened just that during COVID! Withholding  prescription drugs because Trump kept calling it the #ChinaVirus...which it was! #LieWithBri reminds me of a menopausal maiden...always in hysterics😉,en
Chadderboqs01,@DianeToucan #Chinavirus\n\nNever forget.,en
USAbest1forever,"@DerrickEvans4WV He is dangerous man involved with the #ChinaVirus from #China labor in #WuhanChina, and #China is dangerous.",en
MerMaid15882072,@Shauna_Sowersby Bigger crowds during #ChinaVirus!,en
Satnsfrnd,@Nuked4Every1 Maybe he'll catch it the next time he's at Wuhan? #Chinavirus,en
rkr16,@tanvi_ratna Beleive it not! \n\nThe world will perceive this as a #DunalVirus same as the bigBoss coined the term #ChinaVirus \n\nThe world in a mess is no recipe for Make America Great Again\n\nRather this is My Arithmetic Gone Awry moment!,en
wombatk1,"@Mollyploofkins ...And keep taking your ivermectin and bleach to stave off COVID infection (remember that #ChinaVirus - it's still a pandemic, Trumps asinine not measuring it, not testing tactics hasn't made it go away).",en
Mike061994,@TheMaineWonk 2020 #chinavirus.  Nice try,en
Mike061994,@Strandjunker Seems this one forgot what was happening in the world in 2020.   #chinavirus,en
RogerReagan5,@carlsson808 @awealthofcs @IfindRetards Awww the PlanDemic Covid19 was released upon the world - FUNDED BY ANTHONY FAUCI at the Wuhan Lab #ChinaVirus\n\nThe China Virus was released to further delay Trump's tariffs &amp; stop re-election. Remember Trump blocked Flights from China? \n\nThese Covid Tests are they in the Room? 🤡,en
realRenHo,"@Mike_Pence @FoxNews @AmericanFreedom Remember the guy who REFUSED *Always* to Say, #ChinaVirus #ChineseVirus",en
