author,body,datalegacylang
MarcellasFloors,"@onyxk711 @ianmiles Coming from a member of a destructive demographic known for rape gangs, wife beaters and goat humpers, that is hilarious. #BanIslam",en
grim_reefer4,"@MetalHammer Tommy's a hero. End of story. If you're not on his side, you are on the WRONG side. #BanIslam",en
cryttyr,Everywhere is a protest! #BanIslam,en
cryttyr,#BanIslam. It's an evil death cult run by Brown Supremacists. What is good about it?,en
cryttyr,"#BanIslam is coming. The question is, does the UK have to fully collapse before we implement the ban on Australia?",en
GarethDavies007,"Belated congratulations to both you and @liamtuffs1 on an excellent interview, Kathy \n\nYou correctly identify the existential threat to our country - Islam and Islamification \n\n#banislam",en
cryttyr,"@TruthFairy131 It's layers of gangs. You've got the Islamic governments, funding diaspora mafia, then they hire these African goons. #BanIslam",en
cryttyr,Believe them when they tell you. #BanIslam,en
cryttyr,@Ryandally08 @Jumpedup3 Muslims love murder. Islam is a death cult. The women are as bad as the men. #BanIslam,en
SilverFoxInOz,Here’s a thought: why are Muslims inherently insane? #BanIslam,en
germarykelly,Muslims are not to be trusted #BanIslam #BanHalal #IslamOut #DeathCult #ReligionOfDeath #ChristIsKing,en
EagleLionRise,@marklevinshow Also #banislam,en
Bosmans10503921,#BanIslam  worldwide\n.\nSHARE\n.\nhttps://t.co/EGIoag8E8o,en
Bosmans10503921,#BanIslam  worldwide. \nhttps://t.co/zY6F1n2Upk,en
consumer_common,Sharia Law is around the corner. \nStop it. Stop it in Great Britain. No to Sharia Law in the West. \n\n#BanIslam,en
CIRCA2025,#America must #BanIslam !! The threat is within !!,en
Bosmans10503921,#BanIslam  worldwide\n.\nSHARE\n. https://t.co/GY4G7SBKq4,en
Bosmans10503921,#BanIslam  worldwide\n. https://t.co/hYaMKoLO0R,en
Bosmans10503921,@RonMorr93093317 @HJB_News__ #BanIslam  worldwide\n. https://t.co/94ok9BstBT,en
Bosmans10503921,@JAYLAMB1 @HJB_News__ @Keir_Starmer #BanIslam  worldwide\n. https://t.co/JKg5pzhvaZ,en
Bosmans10503921,@Echo16049 @LizaRosen0000 #BanIslam worldwide https://t.co/U82eadLoss,en
Bosmans10503921,@JackT337893232 @LizaRosen0000 #BanIslam worldwide.\n. https://t.co/lLD7UgfMh2,en
Mary14467376106,Islam is a demonic death cult with a mission of destroying Jews and Christians worldwide. \n#BanIslam,en
HX1MAN,People don't fear Muslims enough.  #BanIslam,en
HoosierAmerica,They won’t coexist #banislam,en
LadyBookworm117,"@piersmorgan No country can know prosper or know peace under Islamic law. People cannot be innovative, productive or happy without freedom and autonomy. Countries can't be at peace when they are ruled by an oppressive ideology that hates everyone who isn't straight, male and Muslim. #BanIslam",en
JFlarety24766,@Alinavisooo Fuck no! #BanIslam #BanShariaLaw,en
KrackTeja83461,"Islam is the Current Global Pandemic. World Countries must Isolate or Deport them to Islands where no chance of Human Contact. COVID is Tutorial, Islam is real Game. #BanIslam, #DeportIslam",en
GarethDavies007,It’s a sign of domination\n\nWhy do we allow these exhibitions of domination by one religion when more successful Hindus &amp; Sikhs make no such demands\n\nThey only do it because we let them?\n\nWhy don’t we stop them from doing it?\n\nSay no to these exhibitions of domination\n\n#BanIslam,en
GarethDavies007,@RadioGenoa It’s a sign of domination\n\nWhy do we allow these exhibitions of domination by one religion when more successful Hindus &amp; Sikhs make no such demands\n\nThey only do it because we let them?\n\nWhy don’t we stop them from doing it?\n\nSay no to these exhibitions of domination\n\n#BanIslam,en
SoFlobrah,"Maybe the #AWFULs should read this &amp; take it to heart.\nWhen We the People speak out against Islam it’s for a good reason, it’s a barbaric death cult that worships a cousin-marrying, inbreeding pdf file.\n70k terrorist attacks by Muslims 1979-2024- #banIslam https://t.co/JFKDrVhFZB",en
JohnnyOPatrick,@MarioNawfal They don't even do these public prayers in the natural country. This is a display of numbers for 1 reason. #banislam,en
DoIt1745,"""@EYakoby They're called Muslims.\n\nAdherents of Islam—a sick, perverted, sadistic, evil death cult founded by a demon-possessed rapist pedophile mass murderer psychopath fake \""prophet\"" POS.\n\nAn ideology that is an anti-religion and NOT defensible under \""freedom of religion.\""\n\n#BanIslam 🚫""",en
Babukishan,@DwightSinghS @JimmyCanuck56 #Wrong always have to stop 🛑 the name of #Religious !! We r in @Canada so #banislam #bankhalistanis #banblm #banviolent !!#Bill21 all over @Canada !! @google @nationalpost @GlobalNational @ctvottawa,en
AllisonVG,@sesamestreet Fuck you no. #banislam,en
XAEA129,@Sofia50020Sofia I don't want to hear call to prayer 🤬 #BanIslam,en
vonsheepish,Enemy within.\n\n#BanIslam root and branch. https://t.co/h562WM5Zlv,en
cryttyr,The Business Case to #BanIslam,en
cryttyr,Believe them when they tell you. #BanIslam,en
cryttyr,Aggressive Street praying in Sydney. #BanIslam,en
Babukishan,@ndtvindia #BanIslam in #West by #Laws !! @nationalpost  @RebelNews_UK @RebelNews_USA @RebelNews_QC @RebelNews_AU @skynews @BBCWorld,en
graham0324,This will end badly...#banislam #nomoremuslims,en
graham0324,This is why these savages need to be shipped out of Western Society.\n\n#banislam #nomoremuslims,en
